CPT only copyright 2016 American Medical Association. All rights reserved.,,,,,,,,
,,,,,,,,
"""2016 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)"" ",,,,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-17951,,,,,,,,
URINARY,50250,OTHER,63,"$71,252.32","$55,571.77",,,
URINARY,50250,TOTAL,83,"$75,070.73","$58,565.37",,,
URINARY,50280,80S,37,"$3,917.63","$3,066.61",,,
URINARY,50280,OTHER,148,"$96,892.89","$75,545.79",,,
URINARY,50280,TOTAL,185,"$100,810.52","$78,612.40",,,
URINARY,50290,OTHER,N/A,"$2,644.43","$2,065.86",,,
URINARY,50290,TOTAL,N/A,"$2,644.43","$2,065.86",,,
URINARY,50300,80S,N/A,$0.00,$0.00,,,
URINARY,50300,OTHER,N/A,$0.00,$0.00,,,
URINARY,50300,TOTAL,N/A,$0.00,$0.00,,,
URINARY,50320,80S,13,"$3,104.60","$2,800.77",,,
URINARY,50320,OTHER,59,"$72,334.93","$70,277.41",,,
URINARY,50320,TOTAL,72,"$75,439.53","$73,078.18",,,
URINARY,50323,80S,"1,133","$21,494.82","$16,662.63",,,
URINARY,50323,OTHER,"8,293","$1,019,085.39","$792,437.49",,,
URINARY,50323,TOTAL,"9,426","$1,040,580.21","$809,100.12",,,
URINARY,50325,80S,311,"$4,623.22","$3,553.58",,,
URINARY,50325,OTHER,"1,804","$179,082.46","$135,628.10",,,
URINARY,50325,TOTAL,"2,115","$183,705.68","$139,181.68",,,
URINARY,50327,80S,524,"$9,569.15","$7,396.33",,,
URINARY,50327,OTHER,"2,672","$309,380.33","$239,999.01",,,
URINARY,50327,TOTAL,"3,196","$318,949.48","$247,395.34",,,
URINARY,50328,80S,296,"$4,674.66","$3,606.44",,,
URINARY,50328,OTHER,"1,058","$107,847.62","$82,792.87",,,
URINARY,50328,TOTAL,"1,354","$112,522.28","$86,399.31",,,
URINARY,50329,80S,11,$188.41,$147.53,,,
URINARY,50329,OTHER,124,"$12,383.58","$9,633.29",,,
URINARY,50329,TOTAL,135,"$12,571.99","$9,780.82",,,
URINARY,50340,80S,N/A,$998.27,$782.67,,,
URINARY,50340,OTHER,29,"$28,402.25","$21,652.21",,,
URINARY,50340,TOTAL,36,"$29,400.52","$22,434.88",,,
URINARY,50360,80S,"2,484","$953,099.13","$734,135.25",,,
URINARY,50360,OTHER,"11,202","$27,060,945.59","$20,857,012.84",,,
URINARY,50360,TOTAL,"13,686","$28,014,044.72","$21,591,148.09",,,
URINARY,50365,80S,23,"$11,735.77","$9,179.61",,,
URINARY,50365,OTHER,142,"$424,387.76","$317,308.37",,,
URINARY,50365,TOTAL,165,"$436,123.53","$326,487.98",,,
URINARY,50370,80S,94,"$17,734.49","$13,411.55",,,
URINARY,50370,OTHER,565,"$643,679.37","$494,832.23",,,
URINARY,50370,TOTAL,659,"$661,413.86","$508,243.78",,,
URINARY,50380,80S,N/A,"$2,001.38","$1,569.09",,,
URINARY,50380,OTHER,15,"$24,620.86","$19,302.75",,,
URINARY,50380,TOTAL,21,"$26,622.24","$20,871.84",,,
URINARY,50382,OTHER,793,"$256,757.90","$198,257.27",,,
URINARY,50382,TOTAL,793,"$256,757.90","$198,257.27",,,
URINARY,50384,OTHER,384,"$102,678.69","$79,806.10",,,
URINARY,50384,TOTAL,384,"$102,678.69","$79,806.10",,,
URINARY,50385,80S,N/A,$20.30,$15.60,,,
URINARY,50385,OTHER,397,"$130,807.76","$101,140.34",,,
URINARY,50385,TOTAL,398,"$130,828.06","$101,155.94",,,
URINARY,50386,80S,N/A,$12.31,$9.65,,,
URINARY,50386,OTHER,270,"$83,871.43","$63,298.71",,,
URINARY,50386,TOTAL,271,"$83,883.74","$63,308.36",,,
URINARY,50387,80S,N/A,$8.11,$6.36,,,
URINARY,50387,OTHER,"5,380","$611,244.90","$469,305.80",,,
URINARY,50387,TOTAL,"5,381","$611,253.01","$469,312.16",,,
URINARY,50389,80S,N/A,$0.00,$0.00,,,
URINARY,50389,OTHER,"4,048","$235,988.21","$183,002.96",,,
URINARY,50389,TOTAL,"4,048","$235,988.21","$183,002.96",,,
URINARY,50390,80S,N/A,$0.00,$0.00,,,
URINARY,50390,OTHER,"1,488","$135,614.24","$104,292.81",,,
URINARY,50390,TOTAL,"1,488","$135,614.24","$104,292.81",,,
URINARY,50391,SG,N/A,$22.81,$17.88,,,
URINARY,50391,OTHER,297,"$26,481.67","$20,390.09",,,
URINARY,50391,TOTAL,298,"$26,504.48","$20,407.97",,,
URINARY,50392,OTHER,N/A,$0.00,$0.00,,,
URINARY,50392,TOTAL,N/A,$0.00,$0.00,,,
URINARY,50394,OTHER,N/A,$0.00,$0.00,,,
URINARY,50394,TOTAL,N/A,$0.00,$0.00,,,
URINARY,50395,80S,N/A,$0.00,$0.00,,,
URINARY,50395,OTHER,"2,976","$416,268.54","$323,476.14",,,
URINARY,50395,TOTAL,"2,976","$416,268.54","$323,476.14",,,
URINARY,50396,OTHER,59,"$6,666.21","$5,226.37",,,
URINARY,50396,TOTAL,59,"$6,666.21","$5,226.37",,,
URINARY,50400,80S,51,"$8,031.58","$6,295.30",,,
URINARY,50400,OTHER,105,"$102,793.82","$80,431.88",,,
URINARY,50400,TOTAL,156,"$110,825.40","$86,727.18",,,
URINARY,50405,80S,N/A,"$1,653.75","$1,296.55",,,
URINARY,50405,OTHER,46,"$62,034.76","$48,522.14",,,
URINARY,50405,TOTAL,53,"$63,688.51","$49,818.69",,,
URINARY,50430,80S,N/A,$163.44,$128.14,,,
URINARY,50430,OTHER,"1,449","$225,193.02","$174,100.07",,,
URINARY,50430,TOTAL,"1,453","$225,356.46","$174,228.21",,,
URINARY,50431,80S,N/A,$0.00,$0.00,,,
URINARY,50431,SG,N/A,$0.00,$0.00,,,
URINARY,50431,OTHER,"8,776","$581,354.55","$451,764.56",,,
URINARY,50431,TOTAL,"8,776","$581,354.55","$451,764.56",,,
URINARY,50432,80S,N/A,$0.00,$0.00,,,
URINARY,50432,OTHER,"22,199","$5,156,839.97","$4,021,193.22",,,
URINARY,50432,TOTAL,"22,199","$5,156,839.97","$4,021,193.22",,,
URINARY,50433,80S,N/A,$0.00,$0.00,,,
URINARY,50433,OTHER,"4,467","$1,254,931.73","$982,102.03",,,
URINARY,50433,TOTAL,"4,467","$1,254,931.73","$982,102.03",,,
URINARY,50434,80S,N/A,$0.00,$0.00,,,
URINARY,50434,OTHER,"1,868","$414,352.29","$324,037.53",,,
URINARY,50434,TOTAL,"1,868","$414,352.29","$324,037.53",,,
URINARY,50435,80S,N/A,$0.00,$0.00,,,
URINARY,50435,OTHER,"32,330","$3,757,968.75","$2,893,722.63",,,
URINARY,50435,TOTAL,"32,330","$3,757,968.75","$2,893,722.63",,,
URINARY,50500,80S,22,"$3,285.07","$2,575.55",,,
URINARY,50500,OTHER,64,"$56,333.04","$44,146.35",,,
URINARY,50500,TOTAL,86,"$59,618.11","$46,721.90",,,
URINARY,50520,OTHER,N/A,"$3,746.10","$2,936.93",,,
URINARY,50520,TOTAL,N/A,"$3,746.10","$2,936.93",,,
URINARY,50525,OTHER,N/A,"$3,049.40","$2,390.73",,,
URINARY,50525,TOTAL,N/A,"$3,049.40","$2,390.73",,,
URINARY,50540,80S,N/A,$734.24,$575.64,,,
URINARY,50540,OTHER,N/A,"$8,610.25","$6,750.43",,,
URINARY,50540,TOTAL,12,"$9,344.49","$7,326.07",,,
URINARY,50541,80S,131,"$14,604.24","$11,293.58",,,
URINARY,50541,OTHER,423,"$318,092.26","$244,581.53",,,
URINARY,50541,TOTAL,554,"$332,696.50","$255,875.11",,,
URINARY,50542,80S,135,"$21,701.96","$16,945.50",,,
URINARY,50542,OTHER,319,"$358,665.58","$278,707.85",,,
URINARY,50542,TOTAL,454,"$380,367.54","$295,653.35",,,
URINARY,50543,80S,"1,966","$455,994.13","$351,985.94",,,
URINARY,50543,OTHER,"5,033","$7,713,715.87","$5,963,115.20",,,
URINARY,50543,TOTAL,"6,999","$8,169,710.00","$6,315,101.14",,,
URINARY,50544,80S,267,"$50,414.90","$39,277.42",,,
URINARY,50544,OTHER,701,"$876,622.06","$683,193.00",,,
URINARY,50544,TOTAL,968,"$927,036.96","$722,470.42",,,
URINARY,50545,80S,"2,310","$487,278.42","$376,844.55",,,
URINARY,50545,OTHER,"5,940","$8,119,610.48","$6,291,346.80",,,
URINARY,50545,TOTAL,"8,250","$8,606,888.90","$6,668,191.35",,,
URINARY,50546,80S,702,"$132,360.43","$102,210.60",,,
URINARY,50546,OTHER,"1,902","$2,343,254.37","$1,812,188.18",,,
URINARY,50546,TOTAL,"2,604","$2,475,614.80","$1,914,398.78",,,
URINARY,50547,80S,443,"$169,719.36","$155,793.36",,,
URINARY,50547,OTHER,"1,554","$2,504,861.17","$2,304,585.87",,,
URINARY,50547,TOTAL,"1,997","$2,674,580.53","$2,460,379.23",,,
URINARY,50548,80S,875,"$184,194.09","$141,972.76",,,
URINARY,50548,OTHER,"2,176","$2,967,791.35","$2,305,909.12",,,
URINARY,50548,TOTAL,"3,051","$3,151,985.44","$2,447,881.88",,,
URINARY,50549,80S,17,"$2,717.01","$2,130.15",,,
URINARY,50549,OTHER,87,"$82,902.64","$63,851.51",,,
URINARY,50549,TOTAL,104,"$85,619.65","$65,981.66",,,
URINARY,50551,80S,N/A,$189.82,$148.42,,,
URINARY,50551,OTHER,162,"$41,055.25","$32,150.28",,,
URINARY,50551,TOTAL,167,"$41,245.07","$32,298.70",,,
URINARY,50553,OTHER,94,"$24,394.87","$18,772.61",,,
URINARY,50553,TOTAL,94,"$24,394.87","$18,772.61",,,
URINARY,50555,80S,N/A,$0.00,$0.00,,,
URINARY,50555,OTHER,44,"$15,023.38","$11,423.77",,,
URINARY,50555,TOTAL,44,"$15,023.38","$11,423.77",,,
URINARY,50557,80S,N/A,$49.22,$38.59,,,
URINARY,50557,OTHER,52,"$15,821.06","$12,259.15",,,
URINARY,50557,TOTAL,53,"$15,870.28","$12,297.74",,,
URINARY,50561,80S,21,$847.98,$664.82,,,
URINARY,50561,OTHER,412,"$152,437.10","$119,123.79",,,
URINARY,50561,TOTAL,433,"$153,285.08","$119,788.61",,,
URINARY,50562,80S,N/A,$385.79,$302.45,,,
URINARY,50562,OTHER,55,"$29,794.68","$22,998.69",,,
URINARY,50562,TOTAL,59,"$30,180.47","$23,301.14",,,
URINARY,50570,80S,N/A,$42.86,$33.60,,,
URINARY,50570,OTHER,19,"$9,093.86","$6,977.41",,,
URINARY,50570,TOTAL,20,"$9,136.72","$7,011.01",,,
URINARY,50572,OTHER,13,"$5,608.74","$4,387.96",,,
URINARY,50572,TOTAL,13,"$5,608.74","$4,387.96",,,
URINARY,50574,80S,N/A,$0.00,$0.00,,,
URINARY,50574,OTHER,11,"$4,457.49","$3,477.23",,,
URINARY,50574,TOTAL,11,"$4,457.49","$3,477.23",,,
URINARY,50575,80S,N/A,$0.00,$0.00,,,
URINARY,50575,SG,N/A,"$1,807.43","$1,417.02",,,
URINARY,50575,OTHER,82,"$57,180.38","$44,512.70",,,
URINARY,50575,TOTAL,83,"$58,987.81","$45,929.72",,,
URINARY,50576,80S,N/A,$0.00,$0.00,,,
URINARY,50576,OTHER,39,"$19,317.72","$15,145.07",,,
URINARY,50576,TOTAL,39,"$19,317.72","$15,145.07",,,
URINARY,50580,80S,N/A,$413.12,$323.89,,,
URINARY,50580,OTHER,117,"$50,296.28","$39,418.11",,,
URINARY,50580,TOTAL,124,"$50,709.40","$39,742.00",,,
URINARY,50590,80S,N/A,$0.00,$0.00,,,
URINARY,50590,SG,196,"$333,524.82","$252,091.70",,,
URINARY,50590,OTHER,"70,389","$54,513,615.56","$42,107,786.61",,,
URINARY,50590,TOTAL,"70,585","$54,847,140.38","$42,359,878.31",,,
URINARY,50592,80S,N/A,$0.00,$0.00,,,
URINARY,50592,OTHER,"1,192","$478,586.78","$372,367.95",,,
URINARY,50592,TOTAL,"1,192","$478,586.78","$372,367.95",,,
URINARY,50593,80S,58,"$4,319.92","$3,386.70",,,
URINARY,50593,OTHER,"2,507","$1,273,798.94","$982,265.93",,,
URINARY,50593,TOTAL,"2,565","$1,278,118.86","$985,652.63",,,
URINARY,50600,80S,N/A,$704.15,$552.05,,,
URINARY,50600,OTHER,58,"$43,234.27","$33,862.88",,,
URINARY,50600,TOTAL,65,"$43,938.42","$34,414.93",,,
URINARY,50605,80S,665,"$55,681.08","$43,044.95",,,
URINARY,50605,OTHER,"2,960","$1,622,276.14","$1,255,805.25",,,
URINARY,50605,TOTAL,"3,625","$1,677,957.22","$1,298,850.20",,,
URINARY,50606,OTHER,131,"$23,030.39","$18,070.73",,,
URINARY,50606,TOTAL,131,"$23,030.39","$18,070.73",,,
URINARY,50610,80S,N/A,$319.70,$250.65,,,
URINARY,50610,OTHER,N/A,"$8,419.35","$6,584.40",,,
URINARY,50610,TOTAL,N/A,"$8,739.05","$6,835.05",,,
URINARY,50620,80S,N/A,$948.59,$743.71,,,
URINARY,50620,OTHER,16,"$10,317.17","$8,088.66",,,
URINARY,50620,TOTAL,24,"$11,265.76","$8,832.37",,,
URINARY,50630,80S,N/A,$652.07,$509.12,,,
URINARY,50630,OTHER,21,"$10,107.11","$7,904.28",,,
URINARY,50630,TOTAL,28,"$10,759.18","$8,413.40",,,
URINARY,50650,80S,89,"$10,700.80","$8,365.10",,,
URINARY,50650,OTHER,246,"$184,007.96","$142,808.31",,,
URINARY,50650,TOTAL,335,"$194,708.76","$151,173.41",,,
URINARY,50660,80S,18,"$2,338.12","$1,829.87",,,
URINARY,50660,OTHER,41,"$37,393.45","$29,260.80",,,
URINARY,50660,TOTAL,59,"$39,731.57","$31,090.67",,,
URINARY,50684,OTHER,"1,417","$47,912.22","$37,135.35",,,
URINARY,50684,TOTAL,"1,417","$47,912.22","$37,135.35",,,
URINARY,50686,OTHER,N/A,$544.50,$426.87,,,
URINARY,50686,TOTAL,N/A,$544.50,$426.87,,,
URINARY,50688,80S,N/A,$0.00,$0.00,,,
URINARY,50688,OTHER,"6,105","$455,379.09","$349,181.98",,,
URINARY,50688,TOTAL,"6,105","$455,379.09","$349,181.98",,,
URINARY,50690,80S,N/A,$0.00,$0.00,,,
URINARY,50690,OTHER,"2,361","$150,588.45","$115,471.87",,,
URINARY,50690,TOTAL,"2,361","$150,588.45","$115,471.87",,,
URINARY,50693,80S,N/A,$0.00,$0.00,,,
URINARY,50693,OTHER,"4,102","$942,600.19","$734,774.78",,,
URINARY,50693,TOTAL,"4,102","$942,600.19","$734,774.78",,,
URINARY,50694,OTHER,"1,124","$317,625.31","$247,321.70",,,
URINARY,50694,TOTAL,"1,124","$317,625.31","$247,321.70",,,
URINARY,50695,80S,N/A,$0.00,$0.00,,,
URINARY,50695,OTHER,"1,493","$561,064.89","$436,929.70",,,
URINARY,50695,TOTAL,"1,493","$561,064.89","$436,929.70",,,
URINARY,50700,80S,N/A,$499.19,$391.37,,,
URINARY,50700,OTHER,59,"$55,256.46","$43,152.14",,,
URINARY,50700,TOTAL,63,"$55,755.65","$43,543.51",,,
URINARY,50705,80S,N/A,$0.00,$0.00,,,
URINARY,50705,OTHER,92,"$23,895.36","$18,813.51",,,
URINARY,50705,TOTAL,92,"$23,895.36","$18,813.51",,,
URINARY,50706,OTHER,"1,424","$311,025.97","$244,328.29",,,
URINARY,50706,TOTAL,"1,424","$311,025.97","$244,328.29",,,
URINARY,50715,80S,502,"$82,860.58","$64,955.75",,,
URINARY,50715,OTHER,"2,104","$2,355,311.57","$1,832,666.16",,,
URINARY,50715,TOTAL,"2,606","$2,438,172.15","$1,897,621.91",,,
URINARY,50722,80S,33,"$3,981.58","$3,113.60",,,
URINARY,50722,OTHER,57,"$46,037.57","$36,035.57",,,
URINARY,50722,TOTAL,90,"$50,019.15","$39,149.17",,,
URINARY,50725,80S,N/A,$465.25,$364.75,,,
URINARY,50725,OTHER,N/A,"$4,897.95","$3,829.81",,,
URINARY,50725,TOTAL,N/A,"$5,363.20","$4,194.56",,,
URINARY,50727,80S,28,"$1,946.58","$1,499.23",,,
URINARY,50727,OTHER,186,"$86,163.61","$66,602.07",,,
URINARY,50727,TOTAL,214,"$88,110.19","$68,101.30",,,
URINARY,50728,80S,11,"$1,067.50",$836.93,,,
URINARY,50728,OTHER,57,"$31,777.37","$24,380.72",,,
URINARY,50728,TOTAL,68,"$32,844.87","$25,217.65",,,
URINARY,50740,80S,14,"$2,853.04","$2,236.76",,,
URINARY,50740,OTHER,46,"$50,387.88","$39,484.85",,,
URINARY,50740,TOTAL,60,"$53,240.92","$41,721.61",,,
URINARY,50750,80S,N/A,$282.05,$221.13,,,
URINARY,50750,OTHER,N/A,"$2,306.91","$1,808.62",,,
URINARY,50750,TOTAL,N/A,"$2,588.96","$2,029.75",,,
URINARY,50760,80S,60,"$9,442.76","$7,415.20",,,
URINARY,50760,OTHER,293,"$277,826.99","$214,981.34",,,
URINARY,50760,TOTAL,353,"$287,269.75","$222,396.54",,,
URINARY,50770,80S,N/A,"$1,151.93",$903.13,,,
URINARY,50770,OTHER,33,"$26,252.73","$20,582.20",,,
URINARY,50770,TOTAL,39,"$27,404.66","$21,485.33",,,
URINARY,50780,80S,145,"$25,199.37","$19,396.61",,,
URINARY,50780,OTHER,659,"$727,523.80","$556,994.32",,,
URINARY,50780,TOTAL,804,"$752,723.17","$576,390.93",,,
URINARY,50782,80S,N/A,$581.61,$455.98,,,
URINARY,50782,OTHER,12,"$9,022.69","$7,049.11",,,
URINARY,50782,TOTAL,16,"$9,604.30","$7,505.09",,,
URINARY,50783,80S,N/A,"$1,343.63",$968.33,,,
URINARY,50783,OTHER,22,"$22,765.80","$17,261.94",,,
URINARY,50783,TOTAL,30,"$24,109.43","$18,230.27",,,
URINARY,50785,80S,117,"$22,098.56","$17,056.77",,,
URINARY,50785,OTHER,402,"$464,895.72","$360,153.93",,,
URINARY,50785,TOTAL,519,"$486,994.28","$377,210.70",,,
URINARY,50800,80S,18,"$2,478.71","$1,943.29",,,
URINARY,50800,OTHER,116,"$110,202.74","$85,516.36",,,
URINARY,50800,TOTAL,134,"$112,681.45","$87,459.65",,,
URINARY,50810,80S,N/A,$123.35,$96.71,,,
URINARY,50810,OTHER,N/A,"$4,724.99","$3,704.39",,,
URINARY,50810,TOTAL,N/A,"$4,848.34","$3,801.10",,,
URINARY,50815,80S,N/A,"$1,301.59","$1,018.69",,,
URINARY,50815,OTHER,46,"$51,354.96","$40,171.61",,,
URINARY,50815,TOTAL,54,"$52,656.55","$41,190.30",,,
URINARY,50820,80S,275,"$55,738.31","$43,468.81",,,
URINARY,50820,OTHER,"1,012","$1,312,123.31","$1,027,017.60",,,
URINARY,50820,TOTAL,"1,287","$1,367,861.62","$1,070,486.41",,,
URINARY,50825,80S,18,"$4,226.44","$3,145.37",,,
URINARY,50825,OTHER,88,"$130,282.03","$100,807.24",,,
URINARY,50825,TOTAL,106,"$134,508.47","$103,952.61",,,
URINARY,50830,80S,13,"$3,015.37","$2,357.44",,,
URINARY,50830,OTHER,57,"$92,197.55","$71,067.14",,,
URINARY,50830,TOTAL,70,"$95,212.92","$73,424.58",,,
URINARY,50840,80S,N/A,"$1,017.02",$797.36,,,
URINARY,50840,OTHER,32,"$37,003.40","$28,980.92",,,
URINARY,50840,TOTAL,37,"$38,020.42","$29,778.28",,,
URINARY,50845,80S,11,"$1,576.93","$1,236.30",,,
URINARY,50845,OTHER,57,"$57,053.59","$44,318.83",,,
URINARY,50845,TOTAL,68,"$58,630.52","$45,555.13",,,
URINARY,50860,80S,N/A,"$1,476.75","$1,154.27",,,
URINARY,50860,OTHER,32,"$27,176.76","$21,263.30",,,
URINARY,50860,TOTAL,42,"$28,653.51","$22,417.57",,,
URINARY,50900,80S,16,"$1,499.62","$1,174.50",,,
URINARY,50900,OTHER,101,"$72,727.00","$56,823.37",,,
URINARY,50900,TOTAL,117,"$74,226.62","$57,997.87",,,
URINARY,50920,OTHER,N/A,"$2,743.52","$2,150.92",,,
URINARY,50920,TOTAL,N/A,"$2,743.52","$2,150.92",,,
URINARY,50930,OTHER,N/A,"$1,165.20",$913.52,,,
URINARY,50930,TOTAL,N/A,"$1,165.20",$913.52,,,
URINARY,50940,80S,18,"$1,331.28","$1,043.77",,,
URINARY,50940,OTHER,30,"$18,629.11","$14,605.20",,,
URINARY,50940,TOTAL,48,"$19,960.39","$15,648.97",,,
URINARY,50945,80S,N/A,$935.88,$733.72,,,
URINARY,50945,OTHER,28,"$24,944.13","$19,426.07",,,
URINARY,50945,TOTAL,34,"$25,880.01","$20,159.79",,,
URINARY,50947,80S,54,"$11,922.51","$9,344.00",,,
URINARY,50947,OTHER,177,"$256,492.04","$199,786.81",,,
URINARY,50947,TOTAL,231,"$268,414.55","$209,130.81",,,
URINARY,50948,80S,27,"$5,220.88","$3,958.78",,,
URINARY,50948,OTHER,66,"$84,991.40","$66,592.06",,,
URINARY,50948,TOTAL,93,"$90,212.28","$70,550.84",,,
URINARY,50949,80S,65,"$9,887.60","$7,748.42",,,
URINARY,50949,OTHER,402,"$416,676.24","$324,787.43",,,
URINARY,50949,TOTAL,467,"$426,563.84","$332,535.85",,,
URINARY,50951,80S,N/A,$92.90,$72.82,,,
URINARY,50951,OTHER,157,"$41,537.70","$31,922.15",,,
URINARY,50951,TOTAL,160,"$41,630.60","$31,994.97",,,
URINARY,50953,80S,N/A,$0.00,$0.00,,,
URINARY,50953,OTHER,103,"$34,096.35","$26,665.79",,,
URINARY,50953,TOTAL,103,"$34,096.35","$26,665.79",,,
URINARY,50955,OTHER,40,"$14,099.52","$11,039.89",,,
URINARY,50955,TOTAL,40,"$14,099.52","$11,039.89",,,
URINARY,50957,OTHER,43,"$11,342.42","$8,887.06",,,
URINARY,50957,TOTAL,43,"$11,342.42","$8,887.06",,,
URINARY,50961,80S,N/A,$21.15,$16.58,,,
URINARY,50961,OTHER,145,"$31,236.06","$24,386.13",,,
URINARY,50961,TOTAL,146,"$31,257.21","$24,402.71",,,
URINARY,50970,80S,N/A,$91.44,$71.69,,,
URINARY,50970,OTHER,40,"$9,826.16","$7,553.83",,,
URINARY,50970,TOTAL,42,"$9,917.60","$7,625.52",,,
URINARY,50972,80S,N/A,$25.70,$20.15,,,
URINARY,50972,OTHER,12,"$3,447.19","$2,696.84",,,
URINARY,50972,TOTAL,13,"$3,472.89","$2,716.99",,,
URINARY,50974,OTHER,N/A,"$3,207.30","$2,514.52",,,
URINARY,50974,TOTAL,N/A,"$3,207.30","$2,514.52",,,
URINARY,50976,OTHER,N/A,"$2,532.44","$1,985.42",,,
URINARY,50976,TOTAL,N/A,"$2,532.44","$1,985.42",,,
URINARY,50980,80S,N/A,$26.11,$20.47,,,
URINARY,50980,OTHER,33,"$9,541.06","$7,474.73",,,
URINARY,50980,TOTAL,34,"$9,567.17","$7,495.20",,,
URINARY,51020,80S,N/A,$313.40,$245.70,,,
URINARY,51020,OTHER,89,"$40,335.56","$31,389.46",,,
URINARY,51020,TOTAL,93,"$40,648.96","$31,635.16",,,
URINARY,51030,OTHER,N/A,"$2,327.04","$1,824.40",,,
URINARY,51030,TOTAL,N/A,"$2,327.04","$1,824.40",,,
URINARY,51040,80S,194,"$7,158.40","$5,517.57",,,
URINARY,51040,SG,N/A,"$1,715.40","$1,344.88",,,
URINARY,51040,OTHER,"5,882","$1,597,190.96","$1,235,131.08",,,
URINARY,51040,TOTAL,"6,078","$1,606,064.76","$1,241,993.53",,,
URINARY,51045,80S,118,"$4,556.90","$3,539.51",,,
URINARY,51045,SG,N/A,"$1,600.00","$1,254.40",,,
URINARY,51045,OTHER,777,"$286,461.97","$221,874.21",,,
URINARY,51045,TOTAL,899,"$292,618.87","$226,668.12",,,
URINARY,51050,80S,165,"$9,950.73","$7,741.15",,,
URINARY,51050,SG,N/A,"$3,879.82","$3,041.78",,,
URINARY,51050,OTHER,894,"$387,283.11","$300,832.18",,,
URINARY,51050,TOTAL,"1,061","$401,113.66","$311,615.11",,,
URINARY,51060,OTHER,N/A,"$2,272.08","$1,781.29",,,
URINARY,51060,TOTAL,N/A,"$2,272.08","$1,781.29",,,
URINARY,51065,80S,N/A,$184.95,$145.00,,,
URINARY,51065,OTHER,129,"$75,496.75","$59,029.19",,,
URINARY,51065,TOTAL,131,"$75,681.70","$59,174.19",,,
URINARY,51080,80S,N/A,$234.64,$183.96,,,
URINARY,51080,OTHER,27,"$7,571.12","$5,583.66",,,
URINARY,51080,TOTAL,33,"$7,805.76","$5,767.62",,,
URINARY,51100,80S,N/A,$0.00,$0.00,,,
URINARY,51100,OTHER,170,"$5,789.18","$4,522.18",,,
URINARY,51100,TOTAL,170,"$5,789.18","$4,522.18",,,
URINARY,51101,OTHER,165,"$8,023.14","$6,060.87",,,
URINARY,51101,TOTAL,165,"$8,023.14","$6,060.87",,,
URINARY,51102,80S,N/A,$0.00,$0.00,,,
URINARY,51102,SG,N/A,"$3,732.66","$2,926.42",,,
URINARY,51102,OTHER,"14,851","$2,405,110.49","$1,849,428.36",,,
URINARY,51102,TOTAL,"14,856","$2,408,843.15","$1,852,354.78",,,
URINARY,51500,80S,13,$912.51,$714.52,,,
URINARY,51500,OTHER,81,"$44,960.82","$35,109.02",,,
URINARY,51500,TOTAL,94,"$45,873.33","$35,823.54",,,
URINARY,51520,80S,N/A,$49.46,$38.78,,,
URINARY,51520,OTHER,21,"$10,658.90","$7,997.03",,,
URINARY,51520,TOTAL,22,"$10,708.36","$8,035.81",,,
URINARY,51525,80S,77,"$8,881.02","$6,828.17",,,
URINARY,51525,OTHER,215,"$161,419.34","$125,105.27",,,
URINARY,51525,TOTAL,292,"$170,300.36","$131,933.44",,,
URINARY,51530,80S,21,"$1,690.27","$1,325.18",,,
URINARY,51530,OTHER,83,"$45,371.99","$35,431.80",,,
URINARY,51530,TOTAL,104,"$47,062.26","$36,756.98",,,
URINARY,51535,80S,N/A,$666.76,$522.73,,,
URINARY,51535,OTHER,57,"$39,711.81","$30,920.41",,,
URINARY,51535,TOTAL,65,"$40,378.57","$31,443.14",,,
URINARY,51550,80S,170,"$21,507.52","$16,847.50",,,
URINARY,51550,OTHER,551,"$424,893.49","$331,512.30",,,
URINARY,51550,TOTAL,721,"$446,401.01","$348,359.80",,,
URINARY,51555,80S,103,"$16,100.09","$12,448.57",,,
URINARY,51555,OTHER,320,"$349,822.79","$271,724.72",,,
URINARY,51555,TOTAL,423,"$365,922.88","$284,173.29",,,
URINARY,51565,80S,37,"$7,514.21","$5,794.28",,,
URINARY,51565,OTHER,101,"$130,119.78","$101,135.23",,,
URINARY,51565,TOTAL,138,"$137,633.99","$106,929.51",,,
URINARY,51570,80S,52,"$11,035.47","$8,643.93",,,
URINARY,51570,OTHER,134,"$171,775.27","$133,245.87",,,
URINARY,51570,TOTAL,186,"$182,810.74","$141,889.80",,,
URINARY,51575,80S,43,"$12,196.04","$9,552.85",,,
URINARY,51575,OTHER,123,"$211,466.66","$165,525.69",,,
URINARY,51575,TOTAL,166,"$223,662.70","$175,078.54",,,
URINARY,51580,80S,N/A,$259.23,$203.23,,,
URINARY,51580,OTHER,N/A,"$14,004.62","$10,931.66",,,
URINARY,51580,TOTAL,N/A,"$14,263.85","$11,134.89",,,
URINARY,51585,80S,N/A,"$2,051.10","$1,602.27",,,
URINARY,51585,OTHER,N/A,"$22,177.05","$17,313.83",,,
URINARY,51585,TOTAL,16,"$24,228.15","$18,916.10",,,
URINARY,51590,80S,214,"$64,544.13","$50,067.90",,,
URINARY,51590,OTHER,775,"$1,430,424.25","$1,116,474.21",,,
URINARY,51590,TOTAL,989,"$1,494,968.38","$1,166,542.11",,,
URINARY,51595,80S,699,"$240,803.63","$187,070.13",,,
URINARY,51595,OTHER,"2,410","$5,226,663.49","$4,064,794.91",,,
