CPT only copyright 2018 American Medical Association. All rights reserved.,,,,,
,,,,,
"""2018 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)""
",,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-17930,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
CARDIOVASCULAR,33010,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,33010,OTHER,"6,344","$619,290.70","$480,735.06"
MUSCULOSKELETAL,28043,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28043,SG,35,"$15,996.10","$12,168.51"
MUSCULOSKELETAL,28043,OTHER,"2,818","$847,444.28","$646,578.69"
MUSCULOSKELETAL,28043,TOTAL,"2,853","$863,440.38","$658,747.20"
MUSCULOSKELETAL,28045,80S,13,$553.25,$432.21
MUSCULOSKELETAL,28045,SG,30,"$27,593.22","$21,633.05"
MUSCULOSKELETAL,28045,OTHER,"2,067","$806,367.00","$619,922.19"
MUSCULOSKELETAL,28045,TOTAL,"2,110","$834,513.47","$641,987.45"
MUSCULOSKELETAL,28046,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28046,SG,N/A,"$3,224.52","$2,528.02"
MUSCULOSKELETAL,28046,OTHER,197,"$138,501.70","$107,324.41"
MUSCULOSKELETAL,28046,TOTAL,201,"$141,726.22","$109,852.43"
MUSCULOSKELETAL,28047,80S,14,"$2,112.82","$1,652.89"
MUSCULOSKELETAL,28047,SG,N/A,"$1,156.29",$906.53
MUSCULOSKELETAL,28047,OTHER,173,"$182,387.60","$141,072.27"
MUSCULOSKELETAL,28047,TOTAL,188,"$185,656.71","$143,631.69"
MUSCULOSKELETAL,28050,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28050,OTHER,76,"$17,604.56","$13,396.95"
MUSCULOSKELETAL,28050,TOTAL,76,"$17,604.56","$13,396.95"
MUSCULOSKELETAL,28052,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28052,OTHER,104,"$28,048.85","$21,656.78"
MUSCULOSKELETAL,28052,TOTAL,104,"$28,048.85","$21,656.78"
MUSCULOSKELETAL,28054,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28054,OTHER,50,"$18,519.65","$14,293.03"
MUSCULOSKELETAL,28054,TOTAL,50,"$18,519.65","$14,293.03"
MUSCULOSKELETAL,28055,80S,N/A,$67.19,$52.67
MUSCULOSKELETAL,28055,SG,N/A,"$1,199.73",$940.59
MUSCULOSKELETAL,28055,OTHER,183,"$65,970.00","$51,060.00"
MUSCULOSKELETAL,28055,TOTAL,186,"$67,236.92","$52,053.26"
MUSCULOSKELETAL,28060,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28060,SG,26,"$32,075.96","$24,200.40"
MUSCULOSKELETAL,28060,OTHER,"2,054","$933,627.77","$713,776.28"
MUSCULOSKELETAL,28060,TOTAL,"2,080","$965,703.73","$737,976.68"
MUSCULOSKELETAL,28062,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28062,SG,N/A,"$5,432.40","$4,259.01"
MUSCULOSKELETAL,28062,OTHER,354,"$165,203.81","$125,102.49"
MUSCULOSKELETAL,28062,TOTAL,359,"$170,636.21","$129,361.50"
MUSCULOSKELETAL,28070,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28070,SG,N/A,"$4,265.40","$3,344.06"
MUSCULOSKELETAL,28070,OTHER,319,"$96,265.69","$74,314.16"
MUSCULOSKELETAL,28070,TOTAL,325,"$100,531.09","$77,658.22"
MUSCULOSKELETAL,28072,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28072,SG,N/A,"$2,736.97","$2,145.78"
MUSCULOSKELETAL,28072,OTHER,442,"$123,406.08","$95,372.72"
MUSCULOSKELETAL,28072,TOTAL,446,"$126,143.05","$97,518.50"
MUSCULOSKELETAL,28080,80S,116,"$5,435.44","$4,262.94"
MUSCULOSKELETAL,28080,SG,170,"$103,148.05","$78,702.65"
MUSCULOSKELETAL,28080,OTHER,"7,316","$2,841,141.14","$2,181,633.73"
MUSCULOSKELETAL,28080,TOTAL,"7,602","$2,949,724.63","$2,264,599.32"
MUSCULOSKELETAL,28086,80S,109,"$3,552.43","$2,756.60"
MUSCULOSKELETAL,28086,SG,N/A,"$1,889.73","$1,481.54"
MUSCULOSKELETAL,28086,OTHER,545,"$152,503.06","$116,882.84"
MUSCULOSKELETAL,28086,TOTAL,657,"$157,945.22","$121,120.98"
MUSCULOSKELETAL,28088,80S,11,$278.80,$217.53
MUSCULOSKELETAL,28088,OTHER,192,"$40,997.87","$32,057.56"
MUSCULOSKELETAL,28088,TOTAL,203,"$41,276.67","$32,275.09"
MUSCULOSKELETAL,28090,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28090,SG,99,"$62,313.18","$48,675.64"
MUSCULOSKELETAL,28090,OTHER,"4,783","$1,574,116.22","$1,208,507.46"
MUSCULOSKELETAL,28090,TOTAL,"4,882","$1,636,429.40","$1,257,183.10"
MUSCULOSKELETAL,28092,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28092,SG,16,"$10,692.68","$8,329.46"
MUSCULOSKELETAL,28092,OTHER,"1,637","$535,040.68","$409,584.34"
MUSCULOSKELETAL,28092,TOTAL,"1,653","$545,733.36","$417,913.80"
MUSCULOSKELETAL,28100,80S,100,"$4,520.01","$3,446.02"
MUSCULOSKELETAL,28100,SG,N/A,"$9,484.46","$7,435.84"
MUSCULOSKELETAL,28100,OTHER,686,"$361,713.24","$277,133.89"
MUSCULOSKELETAL,28100,TOTAL,796,"$375,717.71","$288,015.75"
MUSCULOSKELETAL,28102,80S,N/A,$535.85,$419.72
MUSCULOSKELETAL,28102,OTHER,63,"$51,545.18","$40,349.74"
MUSCULOSKELETAL,28102,TOTAL,72,"$52,081.03","$40,769.46"
MUSCULOSKELETAL,28103,80S,15,$584.58,$456.89
MUSCULOSKELETAL,28103,OTHER,85,"$42,593.39","$33,334.09"
MUSCULOSKELETAL,28103,TOTAL,100,"$43,177.97","$33,790.98"
MUSCULOSKELETAL,28104,80S,165,"$6,500.33","$4,994.47"
MUSCULOSKELETAL,28104,SG,49,"$47,580.92","$36,503.52"
MUSCULOSKELETAL,28104,OTHER,"2,355","$1,526,893.74","$1,179,863.55"
MUSCULOSKELETAL,28104,TOTAL,"2,569","$1,580,974.99","$1,221,361.54"
MUSCULOSKELETAL,28106,80S,N/A,$64.24,$50.36
MUSCULOSKELETAL,28106,OTHER,60,"$36,316.87","$28,055.21"
MUSCULOSKELETAL,28106,TOTAL,62,"$36,381.11","$28,105.57"
MUSCULOSKELETAL,28107,80S,12,$468.58,$328.44
MUSCULOSKELETAL,28107,OTHER,97,"$43,762.97","$34,217.52"
MUSCULOSKELETAL,28107,TOTAL,109,"$44,231.55","$34,545.96"
MUSCULOSKELETAL,28108,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28108,SG,34,"$20,247.75","$15,293.10"
MUSCULOSKELETAL,28108,OTHER,"2,085","$820,835.23","$632,242.89"
MUSCULOSKELETAL,28108,TOTAL,"2,119","$841,082.98","$647,535.99"
MUSCULOSKELETAL,28110,80S,N/A,$19.18,$15.03
MUSCULOSKELETAL,28110,SG,80,"$78,033.66","$59,471.17"
MUSCULOSKELETAL,28110,OTHER,"4,133","$1,711,282.01","$1,323,563.50"
MUSCULOSKELETAL,28110,TOTAL,"4,214","$1,789,334.85","$1,383,049.70"
MUSCULOSKELETAL,28111,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28111,SG,N/A,"$4,031.17","$3,160.44"
MUSCULOSKELETAL,28111,OTHER,"1,206","$375,465.63","$291,571.47"
MUSCULOSKELETAL,28111,TOTAL,"1,210","$379,496.80","$294,731.91"
MUSCULOSKELETAL,28112,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28112,SG,49,"$42,185.26","$32,078.72"
MUSCULOSKELETAL,28112,OTHER,"6,750","$2,068,888.66","$1,594,037.05"
MUSCULOSKELETAL,28112,TOTAL,"6,799","$2,111,073.92","$1,626,115.77"
MUSCULOSKELETAL,28113,80S,66,"$3,099.69","$2,381.08"
MUSCULOSKELETAL,28113,SG,36,"$37,028.66","$27,164.16"
MUSCULOSKELETAL,28113,OTHER,"3,588","$1,703,863.33","$1,317,326.33"
MUSCULOSKELETAL,28113,TOTAL,"3,690","$1,743,991.68","$1,346,871.57"
MUSCULOSKELETAL,28114,80S,133,"$16,072.26","$12,329.57"
MUSCULOSKELETAL,28114,SG,14,"$12,558.83","$8,902.86"
MUSCULOSKELETAL,28114,OTHER,704,"$586,922.15","$451,940.45"
MUSCULOSKELETAL,28114,TOTAL,851,"$615,553.24","$473,172.88"
MUSCULOSKELETAL,28116,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28116,SG,N/A,"$4,533.19","$3,507.84"
MUSCULOSKELETAL,28116,OTHER,148,"$84,607.74","$65,242.46"
MUSCULOSKELETAL,28116,TOTAL,153,"$89,140.93","$68,750.30"
MUSCULOSKELETAL,28118,80S,597,"$20,780.59","$15,884.18"
MUSCULOSKELETAL,28118,SG,59,"$55,616.59","$42,766.96"
MUSCULOSKELETAL,28118,OTHER,"3,854","$1,612,144.12","$1,230,940.76"
MUSCULOSKELETAL,28118,TOTAL,"4,510","$1,688,541.30","$1,289,591.90"
MUSCULOSKELETAL,28119,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28119,SG,15,"$17,614.49","$13,809.78"
MUSCULOSKELETAL,28119,OTHER,"1,849","$907,196.17","$696,408.46"
MUSCULOSKELETAL,28119,TOTAL,"1,864","$924,810.66","$710,218.24"
MUSCULOSKELETAL,28120,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28120,SG,64,"$57,160.21","$44,052.96"
MUSCULOSKELETAL,28120,OTHER,"5,893","$2,528,531.53","$1,952,760.63"
MUSCULOSKELETAL,28120,TOTAL,"5,957","$2,585,691.74","$1,996,813.59"
MUSCULOSKELETAL,28122,80S,"1,240","$63,546.69","$48,540.59"
MUSCULOSKELETAL,28122,SG,178,"$181,987.76","$140,603.37"
MUSCULOSKELETAL,28122,OTHER,"16,629","$7,302,915.46","$5,648,910.03"
MUSCULOSKELETAL,28122,TOTAL,"18,047","$7,548,449.91","$5,838,053.99"
MUSCULOSKELETAL,28124,80S,N/A,$109.74,$86.03
MUSCULOSKELETAL,28124,SG,176,"$40,058.93","$31,266.37"
MUSCULOSKELETAL,28124,OTHER,"13,661","$3,920,192.70","$3,006,090.61"
MUSCULOSKELETAL,28124,TOTAL,"13,841","$3,960,361.37","$3,037,443.01"
MUSCULOSKELETAL,28126,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28126,SG,24,"$8,722.76","$6,237.12"
MUSCULOSKELETAL,28126,OTHER,"1,915","$471,857.47","$360,385.56"
MUSCULOSKELETAL,28126,TOTAL,"1,939","$480,580.23","$366,622.68"
MUSCULOSKELETAL,28130,80S,14,$939.10,$672.49
MUSCULOSKELETAL,28130,SG,N/A,$692.85,$543.19
MUSCULOSKELETAL,28130,OTHER,80,"$43,286.94","$33,433.28"
MUSCULOSKELETAL,28130,TOTAL,95,"$44,918.89","$34,648.96"
MUSCULOSKELETAL,28140,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28140,SG,N/A,"$6,803.53","$5,333.97"
MUSCULOSKELETAL,28140,OTHER,"1,186","$454,151.68","$353,113.72"
MUSCULOSKELETAL,28140,TOTAL,"1,192","$460,955.21","$358,447.69"
MUSCULOSKELETAL,28150,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28150,SG,N/A,"$3,297.10","$2,584.93"
MUSCULOSKELETAL,28150,OTHER,832,"$292,536.88","$223,199.54"
MUSCULOSKELETAL,28150,TOTAL,836,"$295,833.98","$225,784.47"
MUSCULOSKELETAL,28153,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28153,SG,23,"$12,577.68","$9,676.05"
MUSCULOSKELETAL,28153,OTHER,"1,916","$532,031.11","$408,409.31"
MUSCULOSKELETAL,28153,TOTAL,"1,939","$544,608.79","$418,085.36"
MUSCULOSKELETAL,28160,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28160,SG,N/A,"$9,951.31","$7,046.11"
MUSCULOSKELETAL,28160,OTHER,"2,242","$755,645.35","$580,120.46"
MUSCULOSKELETAL,28160,TOTAL,"2,252","$765,596.66","$587,166.57"
MUSCULOSKELETAL,28171,80S,N/A,$323.19,$252.08
MUSCULOSKELETAL,28171,OTHER,19,"$19,249.55","$14,993.35"
MUSCULOSKELETAL,28171,TOTAL,21,"$19,572.74","$15,245.43"
MUSCULOSKELETAL,28173,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28173,OTHER,66,"$45,556.71","$34,980.68"
MUSCULOSKELETAL,28173,TOTAL,66,"$45,556.71","$34,980.68"
MUSCULOSKELETAL,28175,OTHER,70,"$28,751.64","$21,969.37"
MUSCULOSKELETAL,28175,TOTAL,70,"$28,751.64","$21,969.37"
MUSCULOSKELETAL,28190,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28190,SG,N/A,$545.12,$427.38
MUSCULOSKELETAL,28190,OTHER,"7,430","$1,719,051.77","$1,281,110.52"
MUSCULOSKELETAL,28190,TOTAL,"7,433","$1,719,596.89","$1,281,537.90"
MUSCULOSKELETAL,28192,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28192,SG,18,"$9,513.25","$6,942.89"
MUSCULOSKELETAL,28192,OTHER,"1,853","$733,318.97","$559,654.98"
MUSCULOSKELETAL,28192,TOTAL,"1,871","$742,832.22","$566,597.87"
MUSCULOSKELETAL,28193,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28193,SG,N/A,"$3,925.85","$2,865.53"
MUSCULOSKELETAL,28193,OTHER,582,"$270,336.57","$205,701.86"
MUSCULOSKELETAL,28193,TOTAL,589,"$274,262.42","$208,567.39"
MUSCULOSKELETAL,28200,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28200,SG,26,"$25,732.77","$19,641.24"
MUSCULOSKELETAL,28200,OTHER,"2,004","$771,035.31","$588,459.64"
MUSCULOSKELETAL,28200,TOTAL,"2,030","$796,768.08","$608,100.88"
MUSCULOSKELETAL,28202,80S,17,$638.71,$483.04
MUSCULOSKELETAL,28202,SG,N/A,"$8,526.19","$6,684.54"
MUSCULOSKELETAL,28202,OTHER,202,"$121,408.27","$94,638.67"
MUSCULOSKELETAL,28202,TOTAL,222,"$130,573.17","$101,806.25"
MUSCULOSKELETAL,28208,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28208,SG,19,"$15,157.46","$11,883.45"
MUSCULOSKELETAL,28208,OTHER,"1,441","$475,405.82","$367,935.01"
MUSCULOSKELETAL,28208,TOTAL,"1,460","$490,563.28","$379,818.46"
MUSCULOSKELETAL,28210,80S,17,$888.64,$705.09
MUSCULOSKELETAL,28210,OTHER,142,"$96,000.84","$75,084.90"
MUSCULOSKELETAL,28210,TOTAL,159,"$96,889.48","$75,789.99"
MUSCULOSKELETAL,28220,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28220,SG,N/A,$290.98,$228.14
MUSCULOSKELETAL,28220,OTHER,721,"$225,846.91","$173,978.96"
MUSCULOSKELETAL,28220,TOTAL,723,"$226,137.89","$174,207.10"
MUSCULOSKELETAL,28222,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28222,SG,16,"$9,920.26","$7,495.73"
MUSCULOSKELETAL,28222,OTHER,177,"$67,676.36","$51,987.80"
MUSCULOSKELETAL,28222,TOTAL,193,"$77,596.62","$59,483.53"
MUSCULOSKELETAL,28225,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28225,SG,N/A,"$4,698.74","$3,683.82"
MUSCULOSKELETAL,28225,OTHER,454,"$120,793.60","$93,223.74"
MUSCULOSKELETAL,28225,TOTAL,460,"$125,492.34","$96,907.56"
MUSCULOSKELETAL,28226,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28226,OTHER,94,"$27,142.01","$21,222.81"
MUSCULOSKELETAL,28226,TOTAL,94,"$27,142.01","$21,222.81"
MUSCULOSKELETAL,28230,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28230,SG,15,"$2,405.77","$1,886.12"
MUSCULOSKELETAL,28230,OTHER,"2,454","$725,912.70","$557,731.99"
MUSCULOSKELETAL,28230,TOTAL,"2,469","$728,318.47","$559,618.11"
MUSCULOSKELETAL,28232,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28232,SG,93,"$13,744.19","$10,602.20"
MUSCULOSKELETAL,28232,OTHER,"18,909","$4,402,876.36","$3,382,959.35"
MUSCULOSKELETAL,28232,TOTAL,"19,002","$4,416,620.55","$3,393,561.55"
MUSCULOSKELETAL,28234,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28234,SG,63,"$26,749.87","$20,971.84"
MUSCULOSKELETAL,28234,OTHER,"6,328","$1,464,728.12","$1,131,473.43"
MUSCULOSKELETAL,28234,TOTAL,"6,391","$1,491,477.99","$1,152,445.27"
MUSCULOSKELETAL,28238,80S,83,"$4,243.06","$3,302.49"
MUSCULOSKELETAL,28238,SG,N/A,"$15,742.19","$12,341.89"
MUSCULOSKELETAL,28238,OTHER,738,"$561,821.45","$437,158.91"
MUSCULOSKELETAL,28238,TOTAL,829,"$581,806.70","$452,803.29"
MUSCULOSKELETAL,28240,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28240,SG,N/A,"$5,579.40","$4,374.25"
MUSCULOSKELETAL,28240,OTHER,409,"$118,361.10","$91,800.18"
MUSCULOSKELETAL,28240,TOTAL,416,"$123,940.50","$96,174.43"
MUSCULOSKELETAL,28250,80S,71,"$2,612.76","$1,925.95"
MUSCULOSKELETAL,28250,SG,N/A,"$2,565.04","$2,011.00"
MUSCULOSKELETAL,28250,OTHER,410,"$166,145.27","$127,310.86"
MUSCULOSKELETAL,28250,TOTAL,484,"$171,323.07","$131,247.81"
MUSCULOSKELETAL,28260,80S,57,"$2,609.12","$2,021.72"
MUSCULOSKELETAL,28260,SG,N/A,$420.07,$329.34
MUSCULOSKELETAL,28260,OTHER,225,"$70,602.49","$55,319.68"
MUSCULOSKELETAL,28260,TOTAL,283,"$73,631.68","$57,670.74"
MUSCULOSKELETAL,28261,80S,N/A,$731.79,$572.85
MUSCULOSKELETAL,28261,OTHER,75,"$54,667.58","$42,297.85"
MUSCULOSKELETAL,28261,TOTAL,82,"$55,399.37","$42,870.70"
MUSCULOSKELETAL,28262,80S,25,"$4,565.89","$3,455.01"
MUSCULOSKELETAL,28262,OTHER,109,"$138,558.98","$105,224.90"
MUSCULOSKELETAL,28262,TOTAL,134,"$143,124.87","$108,679.91"
MUSCULOSKELETAL,28264,80S,26,"$2,332.45","$1,828.63"
MUSCULOSKELETAL,28264,SG,N/A,$380.46,$298.28
MUSCULOSKELETAL,28264,OTHER,96,"$60,673.80","$46,812.73"
MUSCULOSKELETAL,28264,TOTAL,123,"$63,386.71","$48,939.64"
MUSCULOSKELETAL,28270,80S,N/A,$22.15,$17.37
MUSCULOSKELETAL,28270,SG,284,"$195,234.48","$149,835.38"
MUSCULOSKELETAL,28270,OTHER,"25,635","$8,206,772.79","$6,351,243.60"
MUSCULOSKELETAL,28270,TOTAL,"25,920","$8,402,029.42","$6,501,096.35"
MUSCULOSKELETAL,28272,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28272,SG,N/A,"$1,351.55","$1,059.63"
MUSCULOSKELETAL,28272,OTHER,"7,973","$2,113,914.16","$1,620,232.30"
MUSCULOSKELETAL,28272,TOTAL,"7,983","$2,115,265.71","$1,621,291.93"
MUSCULOSKELETAL,28280,80S,12,$468.49,$366.59
MUSCULOSKELETAL,28280,SG,N/A,"$7,142.61","$5,599.80"
MUSCULOSKELETAL,28280,OTHER,486,"$197,110.73","$150,981.73"
MUSCULOSKELETAL,28280,TOTAL,507,"$204,721.83","$156,948.12"
MUSCULOSKELETAL,28285,80S,N/A,$129.32,$103.99
MUSCULOSKELETAL,28285,SG,"1,311","$1,142,893.14","$876,462.33"
MUSCULOSKELETAL,28285,OTHER,"97,663","$40,738,556.12","$31,477,163.70"
MUSCULOSKELETAL,28285,TOTAL,"98,978","$41,881,578.58","$32,353,730.02"
MUSCULOSKELETAL,28286,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28286,SG,N/A,"$2,035.97","$1,596.20"
MUSCULOSKELETAL,28286,OTHER,351,"$88,315.61","$67,773.44"
MUSCULOSKELETAL,28286,TOTAL,355,"$90,351.58","$69,369.64"
MUSCULOSKELETAL,28288,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28288,SG,37,"$36,851.88","$28,891.84"
MUSCULOSKELETAL,28288,OTHER,"4,393","$2,119,260.32","$1,635,986.24"
MUSCULOSKELETAL,28288,TOTAL,"4,430","$2,156,112.20","$1,664,878.08"
MUSCULOSKELETAL,28289,80S,555,"$35,999.76","$27,399.66"
MUSCULOSKELETAL,28289,SG,122,"$142,339.88","$109,444.08"
MUSCULOSKELETAL,28289,OTHER,"6,420","$4,328,956.06","$3,325,092.44"
MUSCULOSKELETAL,28289,TOTAL,"7,097","$4,507,295.70","$3,461,936.18"
MUSCULOSKELETAL,28290,OTHER,N/A,$0.00,$0.00
MUSCULOSKELETAL,28290,TOTAL,N/A,$0.00,$0.00
MUSCULOSKELETAL,28291,80S,499,"$33,829.06","$26,025.09"
MUSCULOSKELETAL,28291,SG,29,"$109,893.00","$78,497.69"
MUSCULOSKELETAL,28291,OTHER,"5,407","$6,059,280.30","$4,664,159.62"
MUSCULOSKELETAL,28291,TOTAL,"5,935","$6,203,002.36","$4,768,682.40"
MUSCULOSKELETAL,28292,80S,844,"$51,135.53","$39,136.60"
MUSCULOSKELETAL,28292,SG,111,"$124,994.16","$97,501.66"
MUSCULOSKELETAL,28292,OTHER,"9,503","$5,834,678.83","$4,501,029.64"
MUSCULOSKELETAL,28292,TOTAL,"10,458","$6,010,808.52","$4,637,667.90"
MUSCULOSKELETAL,28295,80S,141,"$10,391.09","$7,717.81"
MUSCULOSKELETAL,28295,SG,12,"$12,083.32","$8,961.20"
MUSCULOSKELETAL,28295,OTHER,746,"$506,850.76","$386,657.25"
MUSCULOSKELETAL,28295,TOTAL,899,"$529,325.17","$403,336.26"
MUSCULOSKELETAL,28296,80S,867,"$67,360.41","$51,219.71"
MUSCULOSKELETAL,28296,SG,243,"$278,293.99","$209,928.22"
MUSCULOSKELETAL,28296,OTHER,"14,302","$10,022,400.05","$7,682,902.35"
MUSCULOSKELETAL,28296,TOTAL,"15,412","$10,368,054.45","$7,944,050.28"
MUSCULOSKELETAL,28297,80S,503,"$39,081.44","$29,452.60"
MUSCULOSKELETAL,28297,SG,55,"$143,570.66","$108,695.21"
MUSCULOSKELETAL,28297,OTHER,"3,141","$3,168,530.70","$2,417,046.12"
MUSCULOSKELETAL,28297,TOTAL,"3,699","$3,351,182.80","$2,555,193.93"
MUSCULOSKELETAL,28298,80S,393,"$24,178.39","$18,444.19"
MUSCULOSKELETAL,28298,SG,71,"$190,679.41","$147,426.04"
MUSCULOSKELETAL,28298,OTHER,"3,709","$3,584,024.31","$2,767,138.33"
MUSCULOSKELETAL,28298,TOTAL,"4,173","$3,798,882.11","$2,933,008.56"
MUSCULOSKELETAL,28299,80S,587,"$51,825.25","$39,331.74"
MUSCULOSKELETAL,28299,SG,108,"$117,527.69","$89,859.37"
MUSCULOSKELETAL,28299,OTHER,"6,422","$4,687,960.41","$3,606,827.34"
MUSCULOSKELETAL,28299,TOTAL,"7,117","$4,857,313.35","$3,736,018.45"
MUSCULOSKELETAL,28300,80S,729,"$43,539.87","$33,381.86"
MUSCULOSKELETAL,28300,SG,19,"$47,426.59","$37,182.43"
MUSCULOSKELETAL,28300,OTHER,"2,773","$1,838,965.25","$1,414,244.96"
MUSCULOSKELETAL,28300,TOTAL,"3,521","$1,929,931.71","$1,484,809.25"
MUSCULOSKELETAL,28302,80S,14,"$1,072.07",$838.25
MUSCULOSKELETAL,28302,OTHER,76,"$43,745.26","$33,957.17"
MUSCULOSKELETAL,28302,TOTAL,90,"$44,817.33","$34,795.42"
MUSCULOSKELETAL,28304,80S,133,"$6,800.47","$5,284.87"
MUSCULOSKELETAL,28304,SG,N/A,"$5,532.68","$4,337.61"
MUSCULOSKELETAL,28304,OTHER,608,"$332,171.07","$254,664.50"
MUSCULOSKELETAL,28304,TOTAL,743,"$344,504.22","$264,286.98"
MUSCULOSKELETAL,28305,80S,18,"$1,099.97",$860.90
MUSCULOSKELETAL,28305,SG,N/A,"$2,960.85","$2,321.31"
MUSCULOSKELETAL,28305,OTHER,128,"$76,904.50","$59,866.55"
MUSCULOSKELETAL,28305,TOTAL,147,"$80,965.32","$63,048.76"
MUSCULOSKELETAL,28306,80S,253,"$8,655.52","$6,672.90"
MUSCULOSKELETAL,28306,SG,15,"$35,230.87","$27,620.99"
MUSCULOSKELETAL,28306,OTHER,"1,520","$989,054.06","$757,976.49"
MUSCULOSKELETAL,28306,TOTAL,"1,788","$1,032,940.45","$792,270.38"
MUSCULOSKELETAL,28307,80S,N/A,$61.11,$47.92
MUSCULOSKELETAL,28307,SG,N/A,$633.59,$0.00
MUSCULOSKELETAL,28307,OTHER,128,"$48,694.88","$37,913.85"
MUSCULOSKELETAL,28307,TOTAL,131,"$49,389.58","$37,961.77"
MUSCULOSKELETAL,28308,80S,"2,602","$95,049.44","$73,058.00"
MUSCULOSKELETAL,28308,SG,436,"$382,118.33","$294,086.50"
MUSCULOSKELETAL,28308,OTHER,"21,501","$9,109,184.14","$7,029,545.19"
MUSCULOSKELETAL,28308,TOTAL,"24,539","$9,586,351.91","$7,396,689.69"
MUSCULOSKELETAL,28309,80S,11,"$1,403.73","$1,100.50"
MUSCULOSKELETAL,28309,SG,N/A,"$16,626.87","$13,014.67"
MUSCULOSKELETAL,28309,OTHER,372,"$423,065.89","$328,028.31"
MUSCULOSKELETAL,28309,TOTAL,389,"$441,096.49","$342,143.48"
MUSCULOSKELETAL,28310,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28310,SG,27,"$26,745.36","$20,218.85"
MUSCULOSKELETAL,28310,OTHER,"2,013","$648,258.93","$501,683.76"
MUSCULOSKELETAL,28310,TOTAL,"2,040","$675,004.29","$521,902.61"
MUSCULOSKELETAL,28312,80S,N/A,$98.08,$76.92
MUSCULOSKELETAL,28312,SG,92,"$76,648.44","$60,092.52"
MUSCULOSKELETAL,28312,OTHER,981,"$359,540.14","$278,972.05"
MUSCULOSKELETAL,28312,TOTAL,"1,077","$436,286.66","$339,141.49"
MUSCULOSKELETAL,28313,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28313,SG,136,"$137,186.24","$106,553.01"
MUSCULOSKELETAL,28313,OTHER,"6,315","$2,187,565.31","$1,690,073.31"
MUSCULOSKELETAL,28313,TOTAL,"6,451","$2,324,751.55","$1,796,626.32"
MUSCULOSKELETAL,28315,80S,N/A,$0.00,$0.00
MUSCULOSKELETAL,28315,SG,59,"$58,765.51","$45,150.90"
MUSCULOSKELETAL,28315,OTHER,"2,719","$1,080,987.45","$835,176.39"
MUSCULOSKELETAL,28315,TOTAL,"2,778","$1,139,752.96","$880,327.29"
MUSCULOSKELETAL,28320,80S,67,"$4,079.52","$3,208.04"
MUSCULOSKELETAL,28320,SG,N/A,"$27,499.11","$21,559.30"
MUSCULOSKELETAL,28320,OTHER,273,"$346,320.40","$269,613.60"
MUSCULOSKELETAL,28320,TOTAL,346,"$377,899.03","$294,380.94"
MUSCULOSKELETAL,28322,80S,113,"$7,924.38","$5,974.79"
