CPT only copyright 2017 American Medical Association. All rights reserved.,,,,,,,,
,,,,,,,,
"""2017 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)"" ",,,,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-17926,,,,,,,,
MUSCULOSKELETAL,27889,TOTAL,246,"$158,833.84","$124,035.58",,,
MUSCULOSKELETAL,27892,80S,N/A,$249.95,$193.07,,,
MUSCULOSKELETAL,27892,OTHER,180,"$88,596.71","$68,898.59",,,
MUSCULOSKELETAL,27892,TOTAL,183,"$88,846.66","$69,091.66",,,
MUSCULOSKELETAL,27893,80S,N/A,$129.36,$101.42,,,
MUSCULOSKELETAL,27893,OTHER,58,"$31,143.57","$24,234.38",,,
MUSCULOSKELETAL,27893,TOTAL,60,"$31,272.93","$24,335.80",,,
MUSCULOSKELETAL,27894,80S,32,"$3,624.60","$2,831.33",,,
MUSCULOSKELETAL,27894,SG,N/A,$334.27,$262.07,,,
MUSCULOSKELETAL,27894,OTHER,194,"$147,868.31","$114,539.61",,,
MUSCULOSKELETAL,27894,TOTAL,227,"$151,827.18","$117,633.01",,,
MUSCULOSKELETAL,27899,80S,14,"$1,806.91","$1,416.61",,,
MUSCULOSKELETAL,27899,SG,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,27899,OTHER,275,"$108,507.02","$83,622.82",,,
MUSCULOSKELETAL,27899,TOTAL,289,"$110,313.93","$85,039.43",,,
MUSCULOSKELETAL,28001,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28001,OTHER,"3,745","$842,966.12","$623,466.50",,,
MUSCULOSKELETAL,28001,TOTAL,"3,745","$842,966.12","$623,466.50",,,
MUSCULOSKELETAL,28002,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28002,SG,27,"$27,645.84","$21,674.37",,,
MUSCULOSKELETAL,28002,OTHER,"6,223","$1,891,205.37","$1,444,230.31",,,
MUSCULOSKELETAL,28002,TOTAL,"6,250","$1,918,851.21","$1,465,904.68",,,
MUSCULOSKELETAL,28003,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28003,SG,N/A,"$3,841.60","$3,011.81",,,
MUSCULOSKELETAL,28003,OTHER,"4,635","$2,467,126.31","$1,897,314.65",,,
MUSCULOSKELETAL,28003,TOTAL,"4,638","$2,470,967.91","$1,900,326.46",,,
MUSCULOSKELETAL,28005,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28005,SG,20,"$23,283.02","$18,169.82",,,
MUSCULOSKELETAL,28005,OTHER,"5,849","$3,137,270.10","$2,419,724.40",,,
MUSCULOSKELETAL,28005,TOTAL,"5,869","$3,160,553.12","$2,437,894.22",,,
MUSCULOSKELETAL,28008,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28008,SG,26,"$27,737.52","$20,825.07",,,
MUSCULOSKELETAL,28008,OTHER,"2,559","$1,198,240.17","$909,336.14",,,
MUSCULOSKELETAL,28008,TOTAL,"2,585","$1,225,977.69","$930,161.21",,,
MUSCULOSKELETAL,28010,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28010,SG,62,"$4,320.52","$3,347.78",,,
MUSCULOSKELETAL,28010,OTHER,"13,853","$2,401,604.76","$1,803,098.18",,,
MUSCULOSKELETAL,28010,TOTAL,"13,915","$2,405,925.28","$1,806,445.96",,,
MUSCULOSKELETAL,28011,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28011,SG,N/A,"$4,050.40","$3,115.27",,,
MUSCULOSKELETAL,28011,OTHER,"3,368","$811,094.00","$617,684.17",,,
MUSCULOSKELETAL,28011,TOTAL,"3,378","$815,144.40","$620,799.44",,,
MUSCULOSKELETAL,28020,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28020,SG,N/A,"$2,365.23","$1,854.34",,,
MUSCULOSKELETAL,28020,OTHER,380,"$120,651.96","$92,770.07",,,
MUSCULOSKELETAL,28020,TOTAL,382,"$123,017.19","$94,624.41",,,
MUSCULOSKELETAL,28022,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28022,SG,N/A,"$6,840.55","$5,362.99",,,
MUSCULOSKELETAL,28022,OTHER,817,"$267,761.35","$205,516.82",,,
MUSCULOSKELETAL,28022,TOTAL,824,"$274,601.90","$210,879.81",,,
MUSCULOSKELETAL,28024,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28024,SG,N/A,"$1,231.92",$965.83,,,
MUSCULOSKELETAL,28024,OTHER,426,"$158,935.52","$120,923.45",,,
MUSCULOSKELETAL,28024,TOTAL,427,"$160,167.44","$121,889.28",,,
MUSCULOSKELETAL,28035,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28035,SG,40,"$17,253.95","$13,527.10",,,
MUSCULOSKELETAL,28035,OTHER,"1,878","$608,129.25","$463,994.82",,,
MUSCULOSKELETAL,28035,TOTAL,"1,918","$625,383.20","$477,521.92",,,
MUSCULOSKELETAL,28039,80S,74,"$3,294.08","$2,465.84",,,
MUSCULOSKELETAL,28039,SG,29,"$25,705.31","$20,152.98",,,
MUSCULOSKELETAL,28039,OTHER,"1,659","$839,591.58","$648,376.99",,,
MUSCULOSKELETAL,28039,TOTAL,"1,762","$868,590.97","$670,995.81",,,
MUSCULOSKELETAL,28041,80S,33,"$1,888.97","$1,478.51",,,
MUSCULOSKELETAL,28041,SG,14,"$12,606.72","$9,163.84",,,
MUSCULOSKELETAL,28041,OTHER,"1,175","$589,574.40","$451,871.66",,,
MUSCULOSKELETAL,28041,TOTAL,"1,222","$604,070.09","$462,514.01",,,
MUSCULOSKELETAL,28043,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28043,SG,37,"$14,867.75","$11,656.32",,,
MUSCULOSKELETAL,28043,OTHER,"3,038","$925,053.95","$705,162.49",,,
MUSCULOSKELETAL,28043,TOTAL,"3,075","$939,921.70","$716,818.81",,,
MUSCULOSKELETAL,28045,80S,31,"$1,245.22",$974.02,,,
MUSCULOSKELETAL,28045,SG,37,"$34,918.74","$26,876.88",,,
MUSCULOSKELETAL,28045,OTHER,"2,292","$894,870.33","$677,854.09",,,
MUSCULOSKELETAL,28045,TOTAL,"2,360","$931,034.29","$705,704.99",,,
MUSCULOSKELETAL,28046,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28046,OTHER,201,"$143,028.46","$108,875.39",,,
MUSCULOSKELETAL,28046,TOTAL,201,"$143,028.46","$108,875.39",,,
MUSCULOSKELETAL,28047,80S,11,"$1,831.78","$1,430.77",,,
MUSCULOSKELETAL,28047,OTHER,183,"$194,167.48","$150,016.86",,,
MUSCULOSKELETAL,28047,TOTAL,194,"$195,999.26","$151,447.63",,,
MUSCULOSKELETAL,28050,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28050,OTHER,67,"$23,229.82","$18,060.62",,,
MUSCULOSKELETAL,28050,TOTAL,67,"$23,229.82","$18,060.62",,,
MUSCULOSKELETAL,28052,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28052,SG,N/A,$649.44,$509.16,,,
MUSCULOSKELETAL,28052,OTHER,111,"$32,304.36","$25,053.07",,,
MUSCULOSKELETAL,28052,TOTAL,112,"$32,953.80","$25,562.23",,,
MUSCULOSKELETAL,28054,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28054,OTHER,50,"$15,022.17","$11,545.07",,,
MUSCULOSKELETAL,28054,TOTAL,50,"$15,022.17","$11,545.07",,,
MUSCULOSKELETAL,28055,80S,N/A,$32.97,$25.85,,,
MUSCULOSKELETAL,28055,OTHER,188,"$67,277.78","$51,460.55",,,
MUSCULOSKELETAL,28055,TOTAL,189,"$67,310.75","$51,486.40",,,
MUSCULOSKELETAL,28060,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28060,SG,24,"$25,132.39","$17,241.81",,,
MUSCULOSKELETAL,28060,OTHER,"2,063","$958,064.34","$729,692.78",,,
MUSCULOSKELETAL,28060,TOTAL,"2,087","$983,196.73","$746,934.59",,,
MUSCULOSKELETAL,28062,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28062,SG,N/A,"$3,689.93","$2,892.90",,,
MUSCULOSKELETAL,28062,OTHER,450,"$208,331.91","$156,773.99",,,
MUSCULOSKELETAL,28062,TOTAL,455,"$212,021.84","$159,666.89",,,
MUSCULOSKELETAL,28070,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28070,SG,N/A,"$2,188.74","$1,715.97",,,
MUSCULOSKELETAL,28070,OTHER,251,"$70,707.98","$52,722.28",,,
MUSCULOSKELETAL,28070,TOTAL,254,"$72,896.72","$54,438.25",,,
MUSCULOSKELETAL,28072,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28072,SG,N/A,"$2,050.00","$1,607.20",,,
MUSCULOSKELETAL,28072,OTHER,443,"$115,893.76","$88,918.34",,,
MUSCULOSKELETAL,28072,TOTAL,447,"$117,943.76","$90,525.54",,,
MUSCULOSKELETAL,28080,80S,138,"$6,265.03","$4,763.69",,,
MUSCULOSKELETAL,28080,SG,167,"$90,832.92","$70,551.15",,,
MUSCULOSKELETAL,28080,OTHER,"7,402","$2,801,425.01","$2,146,585.10",,,
MUSCULOSKELETAL,28080,TOTAL,"7,707","$2,898,522.96","$2,221,899.94",,,
MUSCULOSKELETAL,28086,80S,145,"$4,415.03","$3,444.82",,,
MUSCULOSKELETAL,28086,SG,N/A,"$1,780.47","$1,088.85",,,
MUSCULOSKELETAL,28086,OTHER,517,"$134,332.51","$102,750.33",,,
MUSCULOSKELETAL,28086,TOTAL,665,"$140,528.01","$107,284.00",,,
MUSCULOSKELETAL,28088,80S,N/A,$81.98,$64.27,,,
MUSCULOSKELETAL,28088,SG,N/A,$338.65,$265.50,,,
MUSCULOSKELETAL,28088,OTHER,164,"$33,597.19","$25,272.32",,,
MUSCULOSKELETAL,28088,TOTAL,169,"$34,017.82","$25,602.09",,,
MUSCULOSKELETAL,28090,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28090,SG,91,"$89,084.22","$68,006.45",,,
MUSCULOSKELETAL,28090,OTHER,"4,608","$1,920,930.01","$1,468,557.80",,,
MUSCULOSKELETAL,28090,TOTAL,"4,699","$2,010,014.23","$1,536,564.25",,,
MUSCULOSKELETAL,28092,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28092,SG,N/A,"$5,951.49","$4,102.51",,,
MUSCULOSKELETAL,28092,OTHER,"1,322","$425,427.12","$326,651.49",,,
MUSCULOSKELETAL,28092,TOTAL,"1,331","$431,378.61","$330,754.00",,,
MUSCULOSKELETAL,28100,80S,101,"$4,062.75","$3,110.27",,,
MUSCULOSKELETAL,28100,SG,11,"$9,637.40","$7,555.73",,,
MUSCULOSKELETAL,28100,OTHER,668,"$344,546.40","$264,015.65",,,
MUSCULOSKELETAL,28100,TOTAL,780,"$358,246.55","$274,681.65",,,
MUSCULOSKELETAL,28102,80S,N/A,$418.34,$327.14,,,
MUSCULOSKELETAL,28102,OTHER,43,"$30,021.12","$23,445.45",,,
MUSCULOSKELETAL,28102,TOTAL,51,"$30,439.46","$23,772.59",,,
MUSCULOSKELETAL,28103,80S,25,"$1,042.60",$816.35,,,
MUSCULOSKELETAL,28103,OTHER,97,"$45,186.69","$34,679.27",,,
MUSCULOSKELETAL,28103,TOTAL,122,"$46,229.29","$35,495.62",,,
MUSCULOSKELETAL,28104,80S,166,"$6,508.34","$5,032.65",,,
MUSCULOSKELETAL,28104,SG,46,"$44,925.01","$34,068.01",,,
MUSCULOSKELETAL,28104,OTHER,"7,206","$1,479,053.38","$1,142,254.72",,,
MUSCULOSKELETAL,28104,TOTAL,"7,418","$1,530,486.73","$1,181,355.38",,,
MUSCULOSKELETAL,28106,80S,N/A,$343.20,$268.49,,,
MUSCULOSKELETAL,28106,OTHER,99,"$70,231.32","$54,359.01",,,
MUSCULOSKELETAL,28106,TOTAL,107,"$70,574.52","$54,627.50",,,
MUSCULOSKELETAL,28107,80S,11,$496.76,$359.22,,,
MUSCULOSKELETAL,28107,SG,N/A,"$5,712.84","$4,478.88",,,
MUSCULOSKELETAL,28107,OTHER,99,"$48,305.98","$37,346.87",,,
MUSCULOSKELETAL,28107,TOTAL,112,"$54,515.58","$42,184.97",,,
MUSCULOSKELETAL,28108,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28108,SG,32,"$15,554.70","$11,737.07",,,
MUSCULOSKELETAL,28108,OTHER,"2,213","$836,181.80","$644,343.58",,,
MUSCULOSKELETAL,28108,TOTAL,"2,245","$851,736.50","$656,080.65",,,
MUSCULOSKELETAL,28110,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28110,SG,101,"$77,064.03","$59,128.65",,,
MUSCULOSKELETAL,28110,OTHER,"4,194","$1,641,107.84","$1,266,967.33",,,
MUSCULOSKELETAL,28110,TOTAL,"4,295","$1,718,171.87","$1,326,095.98",,,
MUSCULOSKELETAL,28111,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28111,SG,N/A,"$5,420.12","$4,249.38",,,
MUSCULOSKELETAL,28111,OTHER,"1,108","$345,765.51","$265,820.45",,,
MUSCULOSKELETAL,28111,TOTAL,"1,114","$351,185.63","$270,069.83",,,
MUSCULOSKELETAL,28112,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28112,SG,66,"$49,234.09","$36,767.05",,,
MUSCULOSKELETAL,28112,OTHER,"6,774","$1,998,869.56","$1,544,542.73",,,
MUSCULOSKELETAL,28112,TOTAL,"6,840","$2,048,103.65","$1,581,309.78",,,
MUSCULOSKELETAL,28113,80S,63,"$3,063.64","$2,394.82",,,
MUSCULOSKELETAL,28113,SG,46,"$40,909.09","$31,671.02",,,
MUSCULOSKELETAL,28113,OTHER,"3,536","$1,646,840.93","$1,263,640.04",,,
MUSCULOSKELETAL,28113,TOTAL,"3,645","$1,690,813.66","$1,297,705.88",,,
MUSCULOSKELETAL,28114,80S,145,"$17,931.57","$13,847.03",,,
MUSCULOSKELETAL,28114,SG,13,"$9,380.24","$6,917.50",,,
MUSCULOSKELETAL,28114,OTHER,790,"$660,054.38","$503,750.37",,,
MUSCULOSKELETAL,28114,TOTAL,948,"$687,366.19","$524,514.90",,,
MUSCULOSKELETAL,28116,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28116,SG,N/A,$657.00,$515.09,,,
MUSCULOSKELETAL,28116,OTHER,142,"$79,721.29","$60,874.75",,,
MUSCULOSKELETAL,28116,TOTAL,143,"$80,378.29","$61,389.84",,,
MUSCULOSKELETAL,28118,80S,573,"$20,169.94","$15,522.52",,,
MUSCULOSKELETAL,28118,SG,44,"$39,064.20","$29,873.53",,,
MUSCULOSKELETAL,28118,OTHER,"3,787","$1,534,258.33","$1,168,125.12",,,
MUSCULOSKELETAL,28118,TOTAL,"4,404","$1,593,492.47","$1,213,521.17",,,
MUSCULOSKELETAL,28119,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28119,SG,23,"$24,130.94","$17,435.05",,,
MUSCULOSKELETAL,28119,OTHER,"2,093","$1,098,279.11","$841,965.02",,,
MUSCULOSKELETAL,28119,TOTAL,"2,116","$1,122,410.05","$859,400.07",,,
MUSCULOSKELETAL,28120,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28120,SG,111,"$88,466.74","$67,086.01",,,
MUSCULOSKELETAL,28120,OTHER,"5,633","$2,391,768.39","$1,834,970.41",,,
MUSCULOSKELETAL,28120,TOTAL,"5,744","$2,480,235.13","$1,902,056.42",,,
MUSCULOSKELETAL,28122,80S,"1,294","$65,661.25","$50,472.53",,,
MUSCULOSKELETAL,28122,SG,245,"$221,454.76","$171,100.80",,,
MUSCULOSKELETAL,28122,OTHER,"16,022","$6,755,397.79","$5,197,626.38",,,
MUSCULOSKELETAL,28122,TOTAL,"17,561","$7,042,513.80","$5,419,199.71",,,
MUSCULOSKELETAL,28124,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28124,SG,158,"$33,171.18","$25,790.76",,,
MUSCULOSKELETAL,28124,OTHER,"13,633","$3,979,814.80","$3,040,632.84",,,
MUSCULOSKELETAL,28124,TOTAL,"13,791","$4,012,985.98","$3,066,423.60",,,
MUSCULOSKELETAL,28126,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28126,SG,35,"$31,544.45","$24,693.52",,,
MUSCULOSKELETAL,28126,OTHER,"1,867","$556,862.88","$427,816.82",,,
MUSCULOSKELETAL,28126,TOTAL,"1,902","$588,407.33","$452,510.34",,,
MUSCULOSKELETAL,28130,80S,22,"$1,409.49","$1,104.05",,,
MUSCULOSKELETAL,28130,OTHER,87,"$36,927.34","$28,972.68",,,
MUSCULOSKELETAL,28130,TOTAL,109,"$38,336.83","$30,076.73",,,
MUSCULOSKELETAL,28140,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28140,SG,11,"$10,772.07","$8,445.31",,,
MUSCULOSKELETAL,28140,OTHER,"1,226","$475,320.79","$366,425.70",,,
MUSCULOSKELETAL,28140,TOTAL,"1,237","$486,092.86","$374,871.01",,,
MUSCULOSKELETAL,28150,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28150,SG,N/A,"$1,843.43","$1,445.25",,,
MUSCULOSKELETAL,28150,OTHER,"1,026","$342,736.13","$262,984.26",,,
MUSCULOSKELETAL,28150,TOTAL,"1,028","$344,579.56","$264,429.51",,,
MUSCULOSKELETAL,28153,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28153,SG,20,"$11,038.34","$8,654.03",,,
MUSCULOSKELETAL,28153,OTHER,"2,072","$571,108.42","$436,958.00",,,
MUSCULOSKELETAL,28153,TOTAL,"2,092","$582,146.76","$445,612.03",,,
MUSCULOSKELETAL,28160,80S,N/A,$17.55,$13.76,,,
MUSCULOSKELETAL,28160,SG,N/A,"$6,793.12","$5,325.81",,,
MUSCULOSKELETAL,28160,OTHER,"2,416","$811,214.57","$620,746.54",,,
MUSCULOSKELETAL,28160,TOTAL,"2,425","$818,025.24","$626,086.11",,,
MUSCULOSKELETAL,28171,80S,N/A,$240.14,$188.27,,,
MUSCULOSKELETAL,28171,OTHER,24,"$18,970.03","$14,459.46",,,
MUSCULOSKELETAL,28171,TOTAL,26,"$19,210.17","$14,647.73",,,
MUSCULOSKELETAL,28173,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28173,OTHER,83,"$56,819.63","$43,839.91",,,
MUSCULOSKELETAL,28173,TOTAL,83,"$56,819.63","$43,839.91",,,
MUSCULOSKELETAL,28175,OTHER,66,"$27,226.02","$20,728.18",,,
MUSCULOSKELETAL,28175,TOTAL,66,"$27,226.02","$20,728.18",,,
MUSCULOSKELETAL,28190,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28190,SG,N/A,$385.83,$302.51,,,
MUSCULOSKELETAL,28190,OTHER,"7,167","$1,650,695.63","$1,226,138.35",,,
MUSCULOSKELETAL,28190,TOTAL,"7,170","$1,651,081.46","$1,226,440.86",,,
MUSCULOSKELETAL,28192,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28192,SG,16,"$7,470.36","$5,824.53",,,
MUSCULOSKELETAL,28192,OTHER,"1,748","$675,236.96","$512,505.03",,,
MUSCULOSKELETAL,28192,TOTAL,"1,764","$682,707.32","$518,329.56",,,
MUSCULOSKELETAL,28193,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28193,SG,N/A,"$1,666.45","$1,306.50",,,
MUSCULOSKELETAL,28193,OTHER,609,"$271,069.46","$206,416.48",,,
MUSCULOSKELETAL,28193,TOTAL,612,"$272,735.91","$207,722.98",,,
MUSCULOSKELETAL,28200,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28200,SG,18,"$17,850.61","$13,994.85",,,
MUSCULOSKELETAL,28200,OTHER,"1,745","$656,610.90","$502,314.32",,,
MUSCULOSKELETAL,28200,TOTAL,"1,763","$674,461.51","$516,309.17",,,
MUSCULOSKELETAL,28202,80S,18,$887.89,$691.62,,,
MUSCULOSKELETAL,28202,SG,N/A,"$5,712.84","$4,478.88",,,
MUSCULOSKELETAL,28202,OTHER,217,"$139,119.80","$107,999.98",,,
MUSCULOSKELETAL,28202,TOTAL,237,"$145,720.53","$113,170.48",,,
MUSCULOSKELETAL,28208,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28208,SG,N/A,"$9,754.13","$6,617.06",,,
MUSCULOSKELETAL,28208,OTHER,"1,348","$457,072.47","$353,695.73",,,
MUSCULOSKELETAL,28208,TOTAL,"1,358","$466,826.60","$360,312.79",,,
MUSCULOSKELETAL,28210,80S,29,"$1,515.62","$1,116.05",,,
MUSCULOSKELETAL,28210,OTHER,158,"$94,157.38","$73,056.69",,,
MUSCULOSKELETAL,28210,TOTAL,187,"$95,673.00","$74,172.74",,,
MUSCULOSKELETAL,28220,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28220,SG,N/A,$592.28,$464.35,,,
MUSCULOSKELETAL,28220,OTHER,802,"$248,602.42","$188,273.84",,,
MUSCULOSKELETAL,28220,TOTAL,806,"$249,194.70","$188,738.19",,,
MUSCULOSKELETAL,28222,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28222,SG,21,"$12,468.79","$9,543.61",,,
MUSCULOSKELETAL,28222,OTHER,184,"$72,130.10","$55,970.34",,,
MUSCULOSKELETAL,28222,TOTAL,205,"$84,598.89","$65,513.95",,,
MUSCULOSKELETAL,28225,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28225,SG,N/A,"$6,433.67","$5,044.01",,,
MUSCULOSKELETAL,28225,OTHER,469,"$119,928.43","$92,800.85",,,
MUSCULOSKELETAL,28225,TOTAL,476,"$126,362.10","$97,844.86",,,
MUSCULOSKELETAL,28226,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28226,OTHER,89,"$20,080.97","$15,529.64",,,
MUSCULOSKELETAL,28226,TOTAL,89,"$20,080.97","$15,529.64",,,
MUSCULOSKELETAL,28230,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28230,SG,31,"$5,741.29","$4,414.86",,,
MUSCULOSKELETAL,28230,OTHER,"2,430","$742,868.37","$566,773.01",,,
MUSCULOSKELETAL,28230,TOTAL,"2,461","$748,609.66","$571,187.87",,,
MUSCULOSKELETAL,28232,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28232,SG,174,"$25,083.73","$19,207.09",,,
MUSCULOSKELETAL,28232,OTHER,"18,909","$4,348,168.60","$3,324,201.63",,,
MUSCULOSKELETAL,28232,TOTAL,"19,083","$4,373,252.33","$3,343,408.72",,,
MUSCULOSKELETAL,28234,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28234,SG,115,"$44,547.46","$33,966.08",,,
MUSCULOSKELETAL,28234,OTHER,"6,653","$1,541,786.20","$1,186,977.13",,,
MUSCULOSKELETAL,28234,TOTAL,"6,768","$1,586,333.66","$1,220,943.21",,,
MUSCULOSKELETAL,28238,80S,118,"$5,451.62","$4,193.16",,,
MUSCULOSKELETAL,28238,SG,11,"$21,467.01","$15,051.87",,,
MUSCULOSKELETAL,28238,OTHER,790,"$557,592.05","$429,320.42",,,
MUSCULOSKELETAL,28238,TOTAL,919,"$584,510.68","$448,565.45",,,
MUSCULOSKELETAL,28240,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28240,SG,12,"$8,381.94","$6,199.35",,,
MUSCULOSKELETAL,28240,OTHER,453,"$127,464.02","$97,441.18",,,
MUSCULOSKELETAL,28240,TOTAL,465,"$135,845.96","$103,640.53",,,
MUSCULOSKELETAL,28250,80S,71,"$2,632.36","$2,052.85",,,
MUSCULOSKELETAL,28250,SG,N/A,"$6,217.00","$4,874.14",,,
MUSCULOSKELETAL,28250,OTHER,425,"$169,662.51","$130,705.71",,,
MUSCULOSKELETAL,28250,TOTAL,502,"$178,511.87","$137,632.70",,,
MUSCULOSKELETAL,28260,80S,40,"$1,782.14","$1,315.01",,,
MUSCULOSKELETAL,28260,SG,N/A,$395.28,$309.90,,,
MUSCULOSKELETAL,28260,OTHER,223,"$75,281.98","$56,950.12",,,
MUSCULOSKELETAL,28260,TOTAL,264,"$77,459.40","$58,575.03",,,
MUSCULOSKELETAL,28261,80S,N/A,$357.58,$278.24,,,
MUSCULOSKELETAL,28261,OTHER,93,"$69,371.71","$54,027.07",,,
MUSCULOSKELETAL,28261,TOTAL,96,"$69,729.29","$54,305.31",,,
MUSCULOSKELETAL,28262,80S,31,"$5,951.77","$4,600.68",,,
MUSCULOSKELETAL,28262,OTHER,103,"$128,410.07","$100,256.88",,,
MUSCULOSKELETAL,28262,TOTAL,134,"$134,361.84","$104,857.56",,,
MUSCULOSKELETAL,28264,80S,15,$941.02,$737.77,,,
MUSCULOSKELETAL,28264,SG,N/A,$355.95,$279.06,,,
MUSCULOSKELETAL,28264,OTHER,74,"$33,758.42","$25,787.28",,,
MUSCULOSKELETAL,28264,TOTAL,90,"$35,055.39","$26,804.11",,,
MUSCULOSKELETAL,28270,80S,N/A,$43.83,$34.36,,,
MUSCULOSKELETAL,28270,SG,519,"$308,268.18","$238,173.34",,,
MUSCULOSKELETAL,28270,OTHER,"30,606","$9,654,280.85","$7,444,544.34",,,
MUSCULOSKELETAL,28270,TOTAL,"31,127","$9,962,592.86","$7,682,752.04",,,
MUSCULOSKELETAL,28272,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28272,SG,16,"$2,442.20","$1,818.16",,,
MUSCULOSKELETAL,28272,OTHER,"8,133","$2,121,252.89","$1,613,613.65",,,
MUSCULOSKELETAL,28272,TOTAL,"8,149","$2,123,695.09","$1,615,431.81",,,
MUSCULOSKELETAL,28280,80S,12,$448.38,$348.81,,,
MUSCULOSKELETAL,28280,SG,11,"$10,041.30","$7,872.39",,,
MUSCULOSKELETAL,28280,OTHER,508,"$185,457.07","$143,270.19",,,
MUSCULOSKELETAL,28280,TOTAL,531,"$195,946.75","$151,491.39",,,
MUSCULOSKELETAL,28285,80S,N/A,$127.11,$99.65,,,
MUSCULOSKELETAL,28285,SG,"1,605","$1,304,274.03","$1,005,155.58",,,
MUSCULOSKELETAL,28285,OTHER,"100,888","$40,921,849.94","$31,507,879.31",,,
MUSCULOSKELETAL,28285,TOTAL,"102,497","$42,226,251.08","$32,513,134.54",,,
MUSCULOSKELETAL,28286,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28286,SG,N/A,"$2,623.53","$2,056.86",,,
MUSCULOSKELETAL,28286,OTHER,336,"$105,719.18","$80,178.37",,,
MUSCULOSKELETAL,28286,TOTAL,338,"$108,342.71","$82,235.23",,,
MUSCULOSKELETAL,28288,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28288,SG,57,"$53,041.43","$40,888.71",,,
MUSCULOSKELETAL,28288,OTHER,"4,520","$2,211,808.39","$1,696,241.06",,,
MUSCULOSKELETAL,28288,TOTAL,"4,577","$2,264,849.82","$1,737,129.77",,,
MUSCULOSKELETAL,28289,80S,554,"$35,190.14","$26,827.17",,,
MUSCULOSKELETAL,28289,SG,134,"$153,648.04","$117,291.78",,,
MUSCULOSKELETAL,28289,OTHER,"6,475","$4,227,763.21","$3,248,733.90",,,
MUSCULOSKELETAL,28289,TOTAL,"7,163","$4,416,601.39","$3,392,852.85",,,
MUSCULOSKELETAL,28290,OTHER,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28290,TOTAL,N/A,$0.00,$0.00,,,
