CPT only copyright 2014 American Medical Association. All rights reserved.,,,,,,,,
,,,,,,,,
"""2014 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)"" ",,,,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-18000,,,,,,,,
MUSCULOSKELETAL,27675,80S,103,"$4,646.56","$3,627.67",,,
MUSCULOSKELETAL,27675,SG,15,"$9,756.66","$7,361.38",,,
MUSCULOSKELETAL,27675,OTHER,661,"$246,516.39","$187,160.26",,,
MUSCULOSKELETAL,27675,TOTAL,779,"$260,919.61","$198,149.31",,,
MUSCULOSKELETAL,27676,80S,49,"$3,224.76","$2,415.54",,,
MUSCULOSKELETAL,27676,SG,N/A,"$5,860.37","$4,535.18",,,
MUSCULOSKELETAL,27676,OTHER,191,"$117,291.08","$88,704.18",,,
MUSCULOSKELETAL,27676,TOTAL,246,"$126,376.21","$95,654.90",,,
MUSCULOSKELETAL,27680,80S,N/A,$34.49,$27.04,,,
MUSCULOSKELETAL,27680,SG,25,"$29,042.19","$20,161.62",,,
MUSCULOSKELETAL,27680,OTHER,1433,"$562,395.08","$429,834.45",,,
MUSCULOSKELETAL,27680,TOTAL,1459,"$591,471.76","$450,023.11",,,
MUSCULOSKELETAL,27681,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,27681,SG,N/A,$699.72,$548.58,,,
MUSCULOSKELETAL,27681,OTHER,103,"$47,321.04","$36,074.00",,,
MUSCULOSKELETAL,27681,TOTAL,104,"$48,020.76","$36,622.58",,,
MUSCULOSKELETAL,27685,80S,781,"$32,940.52","$25,470.65",,,
MUSCULOSKELETAL,27685,SG,39,"$38,404.08","$29,712.75",,,
MUSCULOSKELETAL,27685,OTHER,3869,"$1,412,280.74","$1,088,040.35",,,
MUSCULOSKELETAL,27685,TOTAL,4689,"$1,483,625.34","$1,143,223.75",,,
MUSCULOSKELETAL,27686,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,27686,SG,N/A,$699.72,$548.58,,,
MUSCULOSKELETAL,27686,OTHER,388,"$148,434.20","$114,020.65",,,
MUSCULOSKELETAL,27686,TOTAL,389,"$149,133.92","$114,569.23",,,
MUSCULOSKELETAL,27687,80S,1259,"$49,531.04","$38,438.02",,,
MUSCULOSKELETAL,27687,SG,151,"$160,794.41","$123,799.66",,,
MUSCULOSKELETAL,27687,OTHER,5874,"$2,325,291.73","$1,784,069.99",,,
MUSCULOSKELETAL,27687,TOTAL,7284,"$2,535,617.18","$1,946,307.67",,,
MUSCULOSKELETAL,27690,80S,302,"$22,060.62","$17,034.76",,,
MUSCULOSKELETAL,27690,SG,49,"$78,030.32","$61,116.39",,,
MUSCULOSKELETAL,27690,OTHER,1604,"$1,061,543.57","$820,358.16",,,
MUSCULOSKELETAL,27690,TOTAL,1955,"$1,161,634.51","$898,509.31",,,
MUSCULOSKELETAL,27691,80S,1224,"$123,054.79","$95,059.02",,,
MUSCULOSKELETAL,27691,SG,60,"$104,188.75","$80,229.85",,,
MUSCULOSKELETAL,27691,OTHER,4419,"$3,877,696.57","$2,976,960.96",,,
MUSCULOSKELETAL,27691,TOTAL,5703,"$4,104,940.11","$3,152,249.83",,,
MUSCULOSKELETAL,27692,80S,201,"$3,044.69","$2,371.91",,,
MUSCULOSKELETAL,27692,SG,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,27692,OTHER,557,"$60,341.95","$46,806.27",,,
MUSCULOSKELETAL,27692,TOTAL,758,"$63,386.64","$49,178.18",,,
MUSCULOSKELETAL,27695,80S,N/A,$39.21,$30.74,,,
MUSCULOSKELETAL,27695,SG,26,"$27,027.98","$21,074.70",,,
MUSCULOSKELETAL,27695,OTHER,1410,"$628,900.16","$483,018.64",,,
MUSCULOSKELETAL,27695,TOTAL,1437,"$655,967.35","$504,124.08",,,
MUSCULOSKELETAL,27696,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,27696,SG,N/A,"$7,080.36","$5,052.83",,,
MUSCULOSKELETAL,27696,OTHER,411,"$201,136.49","$150,691.16",,,
MUSCULOSKELETAL,27696,TOTAL,417,"$208,216.85","$155,743.99",,,
MUSCULOSKELETAL,27698,80S,471,"$31,702.08","$24,279.75",,,
MUSCULOSKELETAL,27698,SG,23,"$26,612.69","$19,795.94",,,
MUSCULOSKELETAL,27698,OTHER,1778,"$1,075,591.72","$828,190.00",,,
MUSCULOSKELETAL,27698,TOTAL,2272,"$1,133,906.49","$872,265.69",,,
MUSCULOSKELETAL,27700,80S,22,"$1,473.77","$1,117.24",,,
MUSCULOSKELETAL,27700,SG,N/A,"$3,270.24","$2,563.86",,,
MUSCULOSKELETAL,27700,OTHER,104,"$63,161.13","$46,837.39",,,
MUSCULOSKELETAL,27700,TOTAL,128,"$67,905.14","$50,518.49",,,
MUSCULOSKELETAL,27702,80S,809,"$115,230.95","$88,784.53",,,
MUSCULOSKELETAL,27702,OTHER,1908,"$1,828,228.55","$1,417,410.21",,,
MUSCULOSKELETAL,27702,TOTAL,2717,"$1,943,459.50","$1,506,194.74",,,
MUSCULOSKELETAL,27703,80S,78,"$12,753.91","$9,941.37",,,
MUSCULOSKELETAL,27703,OTHER,201,"$225,688.26","$173,591.04",,,
MUSCULOSKELETAL,27703,TOTAL,279,"$238,442.17","$183,532.41",,,
MUSCULOSKELETAL,27704,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,27704,OTHER,198,"$93,758.36","$72,357.60",,,
MUSCULOSKELETAL,27704,TOTAL,198,"$93,758.36","$72,357.60",,,
MUSCULOSKELETAL,27705,80S,84,"$5,929.94","$4,611.35",,,
MUSCULOSKELETAL,27705,SG,N/A,"$4,113.67","$3,225.12",,,
MUSCULOSKELETAL,27705,OTHER,248,"$139,750.03","$106,129.07",,,
MUSCULOSKELETAL,27705,TOTAL,334,"$149,793.64","$113,965.54",,,
MUSCULOSKELETAL,27707,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,27707,SG,N/A,"$1,644.47","$1,289.27",,,
MUSCULOSKELETAL,27707,OTHER,294,"$70,476.02","$54,646.61",,,
MUSCULOSKELETAL,27707,TOTAL,295,"$72,120.49","$55,935.88",,,
MUSCULOSKELETAL,27709,80S,46,"$7,310.86","$5,643.40",,,
MUSCULOSKELETAL,27709,OTHER,140,"$157,395.20","$120,864.17",,,
MUSCULOSKELETAL,27709,TOTAL,186,"$164,706.06","$126,507.57",,,
MUSCULOSKELETAL,27712,80S,N/A,$727.69,$570.50,,,
MUSCULOSKELETAL,27712,OTHER,15,"$17,210.03","$13,492.67",,,
MUSCULOSKELETAL,27712,TOTAL,19,"$17,937.72","$14,063.17",,,
MUSCULOSKELETAL,27715,80S,12,"$1,564.32","$1,226.43",,,
MUSCULOSKELETAL,27715,OTHER,58,"$48,198.52","$37,787.58",,,
MUSCULOSKELETAL,27715,TOTAL,70,"$49,762.84","$39,014.01",,,
MUSCULOSKELETAL,27720,80S,174,"$18,889.42","$14,667.60",,,
MUSCULOSKELETAL,27720,SG,N/A,"$2,476.07","$1,941.24",,,
MUSCULOSKELETAL,27720,OTHER,598,"$468,996.18","$361,913.85",,,
MUSCULOSKELETAL,27720,TOTAL,773,"$490,361.67","$378,522.69",,,
MUSCULOSKELETAL,27722,80S,N/A,$971.91,$761.99,,,
MUSCULOSKELETAL,27722,OTHER,23,"$18,191.54","$14,186.55",,,
MUSCULOSKELETAL,27722,TOTAL,32,"$19,163.45","$14,948.54",,,
MUSCULOSKELETAL,27724,80S,174,"$29,774.52","$22,877.13",,,
MUSCULOSKELETAL,27724,SG,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,27724,OTHER,484,"$593,418.23","$459,284.23",,,
MUSCULOSKELETAL,27724,TOTAL,658,"$623,192.75","$482,161.36",,,
MUSCULOSKELETAL,27725,80S,15,"$2,722.37","$2,134.31",,,
MUSCULOSKELETAL,27725,OTHER,40,"$45,794.80","$34,543.54",,,
MUSCULOSKELETAL,27725,TOTAL,55,"$48,517.17","$36,677.85",,,
MUSCULOSKELETAL,27726,80S,N/A,$164.16,$128.70,,,
MUSCULOSKELETAL,27726,SG,N/A,"$8,930.23","$7,001.29",,,
MUSCULOSKELETAL,27726,OTHER,458,"$456,550.95","$352,928.61",,,
MUSCULOSKELETAL,27726,TOTAL,464,"$465,645.34","$360,058.60",,,
MUSCULOSKELETAL,27727,OTHER,N/A,$445.19,$349.03,,,
MUSCULOSKELETAL,27727,TOTAL,N/A,$445.19,$349.03,,,
MUSCULOSKELETAL,27730,OTHER,N/A,"$2,788.96","$2,186.55",,,
MUSCULOSKELETAL,27730,TOTAL,N/A,"$2,788.96","$2,186.55",,,
MUSCULOSKELETAL,27732,OTHER,N/A,$565.31,$443.20,,,
MUSCULOSKELETAL,27732,TOTAL,N/A,$565.31,$443.20,,,
MUSCULOSKELETAL,27734,OTHER,N/A,$305.23,$239.30,,,
MUSCULOSKELETAL,27734,TOTAL,N/A,$305.23,$239.30,,,
MUSCULOSKELETAL,27740,OTHER,N/A,$603.24,$472.94,,,
MUSCULOSKELETAL,27740,TOTAL,N/A,$603.24,$472.94,,,
MUSCULOSKELETAL,27742,OTHER,N/A,$646.22,$506.64,,,
MUSCULOSKELETAL,27742,TOTAL,N/A,$646.22,$506.64,,,
MUSCULOSKELETAL,27745,80S,34,"$2,976.00","$2,333.23",,,
MUSCULOSKELETAL,27745,OTHER,136,"$85,199.63","$65,974.16",,,
MUSCULOSKELETAL,27745,TOTAL,170,"$88,175.63","$68,307.39",,,
MUSCULOSKELETAL,27750,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,27750,OTHER,2832,"$900,498.15","$693,684.00",,,
MUSCULOSKELETAL,27750,TOTAL,2832,"$900,498.15","$693,684.00",,,
MUSCULOSKELETAL,27752,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,27752,OTHER,1397,"$615,938.83","$477,371.08",,,
MUSCULOSKELETAL,27752,TOTAL,1397,"$615,938.83","$477,371.08",,,
MUSCULOSKELETAL,27756,80S,27,"$1,985.01","$1,501.39",,,
MUSCULOSKELETAL,27756,SG,N/A,$483.25,$378.87,,,
MUSCULOSKELETAL,27756,OTHER,140,"$65,057.27","$50,546.43",,,
MUSCULOSKELETAL,27756,TOTAL,168,"$67,525.53","$52,426.69",,,
MUSCULOSKELETAL,27758,80S,531,"$61,893.38","$47,969.74",,,
MUSCULOSKELETAL,27758,OTHER,1846,"$1,523,570.02","$1,181,528.06",,,
MUSCULOSKELETAL,27758,TOTAL,2377,"$1,585,463.40","$1,229,497.80",,,
MUSCULOSKELETAL,27759,80S,1114,"$151,978.57","$117,548.73",,,
MUSCULOSKELETAL,27759,OTHER,4238,"$4,141,003.52","$3,206,041.88",,,
MUSCULOSKELETAL,27759,TOTAL,5352,"$4,292,982.09","$3,323,590.61",,,
MUSCULOSKELETAL,27760,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,27760,OTHER,3098,"$926,207.26","$707,087.73",,,
MUSCULOSKELETAL,27760,TOTAL,3098,"$926,207.26","$707,087.73",,,
MUSCULOSKELETAL,27762,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,27762,OTHER,338,"$124,681.69","$96,818.74",,,
MUSCULOSKELETAL,27762,TOTAL,338,"$124,681.69","$96,818.74",,,
MUSCULOSKELETAL,27766,80S,N/A,$39.25,$30.77,,,
MUSCULOSKELETAL,27766,SG,12,"$25,699.06","$20,148.08",,,
MUSCULOSKELETAL,27766,OTHER,1761,"$1,111,639.76","$855,088.34",,,
MUSCULOSKELETAL,27766,TOTAL,1774,"$1,137,378.07","$875,267.19",,,
MUSCULOSKELETAL,27767,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,27767,OTHER,255,"$61,223.53","$47,595.29",,,
MUSCULOSKELETAL,27767,TOTAL,255,"$61,223.53","$47,595.29",,,
MUSCULOSKELETAL,27768,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,27768,SG,N/A,$30.58,$23.97,,,
MUSCULOSKELETAL,27768,OTHER,59,"$18,914.29","$14,692.56",,,
MUSCULOSKELETAL,27768,TOTAL,60,"$18,944.87","$14,716.53",,,
MUSCULOSKELETAL,27769,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,27769,OTHER,135,"$73,246.78","$56,897.93",,,
MUSCULOSKELETAL,27769,TOTAL,135,"$73,246.78","$56,897.93",,,
MUSCULOSKELETAL,27780,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,27780,OTHER,4125,"$1,067,176.21","$811,602.40",,,
MUSCULOSKELETAL,27780,TOTAL,4125,"$1,067,176.21","$811,602.40",,,
MUSCULOSKELETAL,27781,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,27781,OTHER,249,"$69,467.08","$53,645.94",,,
MUSCULOSKELETAL,27781,TOTAL,249,"$69,467.08","$53,645.94",,,
MUSCULOSKELETAL,27784,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,27784,SG,N/A,"$2,479.83","$1,944.18",,,
MUSCULOSKELETAL,27784,OTHER,389,"$223,844.55","$169,564.95",,,
MUSCULOSKELETAL,27784,TOTAL,390,"$226,324.38","$171,509.13",,,
MUSCULOSKELETAL,27786,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,27786,SG,N/A,$52.06,$40.82,,,
MUSCULOSKELETAL,27786,OTHER,26350,"$7,657,168.83","$5,810,687.35",,,
MUSCULOSKELETAL,27786,TOTAL,26351,"$7,657,220.89","$5,810,728.17",,,
MUSCULOSKELETAL,27788,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,27788,SG,N/A,$47.48,$37.22,,,
MUSCULOSKELETAL,27788,OTHER,1455,"$514,388.86","$397,393.89",,,
MUSCULOSKELETAL,27788,TOTAL,1456,"$514,436.34","$397,431.11",,,
MUSCULOSKELETAL,27792,80S,N/A,$103.31,$80.99,,,
MUSCULOSKELETAL,27792,SG,73,"$157,403.07","$117,750.93",,,
MUSCULOSKELETAL,27792,OTHER,7867,"$5,448,751.26","$4,201,311.08",,,
MUSCULOSKELETAL,27792,TOTAL,7942,"$5,606,257.64","$4,319,143.00",,,
MUSCULOSKELETAL,27808,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,27808,OTHER,4525,"$1,353,210.28","$1,036,236.45",,,
MUSCULOSKELETAL,27808,TOTAL,4525,"$1,353,210.28","$1,036,236.45",,,
MUSCULOSKELETAL,27810,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,27810,SG,N/A,$131.52,$103.12,,,
MUSCULOSKELETAL,27810,OTHER,2786,"$1,048,041.59","$811,263.27",,,
MUSCULOSKELETAL,27810,TOTAL,2787,"$1,048,173.11","$811,366.39",,,
MUSCULOSKELETAL,27814,80S,2974,"$314,592.85","$241,613.19",,,
MUSCULOSKELETAL,27814,SG,39,"$88,537.24","$68,149.52",,,
MUSCULOSKELETAL,27814,OTHER,12396,"$10,026,611.28","$7,764,876.64",,,
MUSCULOSKELETAL,27814,TOTAL,15409,"$10,429,741.37","$8,074,639.35",,,
MUSCULOSKELETAL,27816,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,27816,OTHER,800,"$217,606.77","$166,548.64",,,
MUSCULOSKELETAL,27816,TOTAL,800,"$217,606.77","$166,548.64",,,
MUSCULOSKELETAL,27818,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,27818,SG,N/A,$269.48,$211.27,,,
MUSCULOSKELETAL,27818,OTHER,2627,"$965,672.56","$750,226.35",,,
MUSCULOSKELETAL,27818,TOTAL,2628,"$965,942.04","$750,437.62",,,
MUSCULOSKELETAL,27822,80S,1607,"$188,448.71","$145,014.37",,,
MUSCULOSKELETAL,27822,SG,22,"$50,647.26","$38,227.68",,,
MUSCULOSKELETAL,27822,OTHER,6604,"$5,773,528.75","$4,472,796.34",,,
MUSCULOSKELETAL,27822,TOTAL,8233,"$6,012,624.72","$4,656,038.39",,,
MUSCULOSKELETAL,27823,80S,364,"$48,516.25","$37,289.06",,,
MUSCULOSKELETAL,27823,SG,N/A,"$11,431.58","$8,962.35",,,
MUSCULOSKELETAL,27823,OTHER,1446,"$1,469,287.35","$1,139,599.40",,,
MUSCULOSKELETAL,27823,TOTAL,1814,"$1,529,235.18","$1,185,850.81",,,
MUSCULOSKELETAL,27824,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,27824,OTHER,760,"$213,442.59","$164,038.16",,,
MUSCULOSKELETAL,27824,TOTAL,760,"$213,442.59","$164,038.16",,,
MUSCULOSKELETAL,27825,80S,29,"$1,286.44","$1,008.61",,,
MUSCULOSKELETAL,27825,OTHER,627,"$212,541.51","$165,087.71",,,
MUSCULOSKELETAL,27825,TOTAL,656,"$213,827.95","$166,096.32",,,
MUSCULOSKELETAL,27826,80S,40,"$4,269.75","$3,276.27",,,
MUSCULOSKELETAL,27826,OTHER,182,"$152,740.30","$117,354.31",,,
MUSCULOSKELETAL,27826,TOTAL,222,"$157,010.05","$120,630.58",,,
MUSCULOSKELETAL,27827,80S,270,"$40,429.42","$31,349.83",,,
MUSCULOSKELETAL,27827,SG,N/A,"$3,231.73","$2,533.67",,,
MUSCULOSKELETAL,27827,OTHER,974,"$1,053,479.74","$817,271.26",,,
MUSCULOSKELETAL,27827,TOTAL,1245,"$1,097,140.89","$851,154.76",,,
MUSCULOSKELETAL,27828,80S,323,"$59,034.22","$45,817.15",,,
MUSCULOSKELETAL,27828,SG,N/A,"$2,937.45","$2,302.96",,,
MUSCULOSKELETAL,27828,OTHER,1136,"$1,477,138.93","$1,143,200.58",,,
MUSCULOSKELETAL,27828,TOTAL,1460,"$1,539,110.60","$1,191,320.69",,,
MUSCULOSKELETAL,27829,80S,1327,"$91,662.79","$70,344.84",,,
MUSCULOSKELETAL,27829,SG,18,"$37,419.48","$27,507.88",,,
MUSCULOSKELETAL,27829,OTHER,5138,"$2,847,545.03","$2,202,268.88",,,
MUSCULOSKELETAL,27829,TOTAL,6483,"$2,976,627.30","$2,300,121.60",,,
MUSCULOSKELETAL,27830,80S,N/A,$45.47,$35.65,,,
MUSCULOSKELETAL,27830,OTHER,19,"$5,308.42","$4,140.74",,,
MUSCULOSKELETAL,27830,TOTAL,20,"$5,353.89","$4,176.39",,,
MUSCULOSKELETAL,27831,80S,N/A,$24.64,$19.32,,,
MUSCULOSKELETAL,27831,OTHER,N/A,"$2,113.50","$1,656.99",,,
MUSCULOSKELETAL,27831,TOTAL,N/A,"$2,138.14","$1,676.31",,,
MUSCULOSKELETAL,27832,80S,N/A,$363.06,$284.63,,,
MUSCULOSKELETAL,27832,OTHER,11,"$6,796.81","$5,328.68",,,
MUSCULOSKELETAL,27832,TOTAL,15,"$7,159.87","$5,613.31",,,
MUSCULOSKELETAL,27840,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,27840,OTHER,2358,"$717,606.31","$557,861.16",,,
MUSCULOSKELETAL,27840,TOTAL,2358,"$717,606.31","$557,861.16",,,
MUSCULOSKELETAL,27842,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,27842,OTHER,425,"$177,406.36","$137,016.07",,,
MUSCULOSKELETAL,27842,TOTAL,425,"$177,406.36","$137,016.07",,,
MUSCULOSKELETAL,27846,80S,48,"$4,217.68","$3,301.63",,,
MUSCULOSKELETAL,27846,OTHER,221,"$119,902.85","$93,523.37",,,
MUSCULOSKELETAL,27846,TOTAL,269,"$124,120.53","$96,825.00",,,
MUSCULOSKELETAL,27848,80S,113,"$10,322.87","$7,963.44",,,
MUSCULOSKELETAL,27848,SG,N/A,"$1,064.29",$834.40,,,
MUSCULOSKELETAL,27848,OTHER,363,"$244,470.72","$188,475.73",,,
MUSCULOSKELETAL,27848,TOTAL,477,"$255,857.88","$197,273.57",,,
MUSCULOSKELETAL,27860,80S,15,$257.21,$201.65,,,
MUSCULOSKELETAL,27860,SG,N/A,"$3,440.45","$2,697.30",,,
MUSCULOSKELETAL,27860,OTHER,356,"$57,189.44","$44,407.47",,,
MUSCULOSKELETAL,27860,TOTAL,376,"$60,887.10","$47,306.42",,,
MUSCULOSKELETAL,27870,80S,1176,"$167,200.66","$128,302.23",,,
MUSCULOSKELETAL,27870,SG,N/A,"$10,989.17","$8,615.51",,,
MUSCULOSKELETAL,27870,OTHER,3510,"$3,660,924.16","$2,821,081.09",,,
MUSCULOSKELETAL,27870,TOTAL,4689,"$3,839,113.99","$2,957,998.83",,,
MUSCULOSKELETAL,27871,80S,134,"$7,505.88","$5,761.55",,,
MUSCULOSKELETAL,27871,SG,N/A,"$2,831.26","$2,219.71",,,
MUSCULOSKELETAL,27871,OTHER,325,"$156,169.36","$120,772.11",,,
MUSCULOSKELETAL,27871,TOTAL,461,"$166,506.50","$128,753.37",,,
MUSCULOSKELETAL,27880,80S,2253,"$297,631.53","$231,288.57",,,
MUSCULOSKELETAL,27880,SG,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,27880,OTHER,14323,"$12,977,741.98","$10,095,210.60",,,
MUSCULOSKELETAL,27880,TOTAL,16576,"$13,275,373.51","$10,326,499.17",,,
MUSCULOSKELETAL,27881,80S,110,"$13,839.09","$10,592.18",,,
MUSCULOSKELETAL,27881,OTHER,484,"$416,063.95","$324,408.80",,,
MUSCULOSKELETAL,27881,TOTAL,594,"$429,903.04","$335,000.98",,,
MUSCULOSKELETAL,27882,80S,63,"$5,505.52","$4,316.16",,,
MUSCULOSKELETAL,27882,OTHER,1547,"$929,964.22","$724,440.04",,,
MUSCULOSKELETAL,27882,TOTAL,1610,"$935,469.74","$728,756.20",,,
MUSCULOSKELETAL,27884,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,27884,SG,N/A,$934.98,$733.02,,,
MUSCULOSKELETAL,27884,OTHER,812,"$428,845.84","$333,853.80",,,
MUSCULOSKELETAL,27884,TOTAL,813,"$429,780.82","$334,586.82",,,
MUSCULOSKELETAL,27886,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,27886,SG,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,27886,OTHER,2013,"$1,211,733.06","$941,274.42",,,
MUSCULOSKELETAL,27886,TOTAL,2013,"$1,211,733.06","$941,274.42",,,
MUSCULOSKELETAL,27888,80S,22,"$2,153.41","$1,688.28",,,
MUSCULOSKELETAL,27888,OTHER,140,"$91,439.94","$71,303.04",,,
MUSCULOSKELETAL,27888,TOTAL,162,"$93,593.35","$72,991.32",,,
MUSCULOSKELETAL,27889,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,27889,OTHER,205,"$138,017.41","$107,218.41",,,
MUSCULOSKELETAL,27889,TOTAL,205,"$138,017.41","$107,218.41",,,
MUSCULOSKELETAL,27892,80S,14,$885.58,$694.30,,,
MUSCULOSKELETAL,27892,OTHER,161,"$74,930.58","$57,556.87",,,
MUSCULOSKELETAL,27892,TOTAL,175,"$75,816.16","$58,251.17",,,
MUSCULOSKELETAL,27893,80S,N/A,$162.92,$127.73,,,
MUSCULOSKELETAL,27893,OTHER,43,"$25,658.60","$19,893.37",,,
MUSCULOSKELETAL,27893,TOTAL,46,"$25,821.52","$20,021.10",,,
MUSCULOSKELETAL,27894,80S,28,"$3,142.99","$2,464.07",,,
MUSCULOSKELETAL,27894,OTHER,187,"$141,592.22","$109,240.31",,,
MUSCULOSKELETAL,27894,TOTAL,215,"$144,735.21","$111,704.38",,,
MUSCULOSKELETAL,27899,80S,11,"$1,129.19",$885.27,,,
MUSCULOSKELETAL,27899,OTHER,275,"$144,727.45","$113,206.55",,,
MUSCULOSKELETAL,27899,TOTAL,286,"$145,856.64","$114,091.82",,,
MUSCULOSKELETAL,28001,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28001,SG,N/A,$163.34,$128.06,,,
MUSCULOSKELETAL,28001,OTHER,4497,"$983,157.34","$741,375.95",,,
MUSCULOSKELETAL,28001,TOTAL,4499,"$983,320.68","$741,504.01",,,
MUSCULOSKELETAL,28002,80S,N/A,$26.07,$20.44,,,
MUSCULOSKELETAL,28002,SG,15,"$10,738.69","$7,867.54",,,
MUSCULOSKELETAL,28002,OTHER,6442,"$2,027,352.91","$1,566,064.80",,,
MUSCULOSKELETAL,28002,TOTAL,6458,"$2,038,117.67","$1,573,952.78",,,
MUSCULOSKELETAL,28003,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28003,SG,N/A,"$8,090.85","$6,343.22",,,
MUSCULOSKELETAL,28003,OTHER,4352,"$2,310,992.68","$1,793,896.31",,,
MUSCULOSKELETAL,28003,TOTAL,4362,"$2,319,083.53","$1,800,239.53",,,
MUSCULOSKELETAL,28005,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28005,SG,25,"$22,196.37","$17,194.38",,,
MUSCULOSKELETAL,28005,OTHER,5783,"$3,132,134.85","$2,425,506.62",,,
MUSCULOSKELETAL,28005,TOTAL,5808,"$3,154,331.22","$2,442,701.00",,,
MUSCULOSKELETAL,28008,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28008,SG,38,"$32,552.32","$25,405.73",,,
MUSCULOSKELETAL,28008,OTHER,2497,"$974,622.87","$748,472.10",,,
MUSCULOSKELETAL,28008,TOTAL,2535,"$1,007,175.19","$773,877.83",,,
MUSCULOSKELETAL,28010,80S,N/A,$16.70,$13.09,,,
MUSCULOSKELETAL,28010,SG,81,"$5,388.41","$4,224.57",,,
MUSCULOSKELETAL,28010,OTHER,10213,"$1,784,276.16","$1,359,444.33",,,
MUSCULOSKELETAL,28010,TOTAL,10295,"$1,789,681.27","$1,363,681.99",,,
MUSCULOSKELETAL,28011,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28011,SG,31,"$17,580.37","$13,782.99",,,
MUSCULOSKELETAL,28011,OTHER,2213,"$560,894.05","$428,959.33",,,
MUSCULOSKELETAL,28011,TOTAL,2244,"$578,474.42","$442,742.32",,,
MUSCULOSKELETAL,28020,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28020,SG,N/A,"$4,986.30","$3,909.24",,,
MUSCULOSKELETAL,28020,OTHER,387,"$119,674.69","$92,411.51",,,
MUSCULOSKELETAL,28020,TOTAL,396,"$124,660.99","$96,320.75",,,
MUSCULOSKELETAL,28022,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28022,SG,15,"$10,295.13","$8,071.38",,,
MUSCULOSKELETAL,28022,OTHER,1015,"$329,061.96","$254,780.90",,,
MUSCULOSKELETAL,28022,TOTAL,1030,"$339,357.09","$262,852.28",,,
MUSCULOSKELETAL,28024,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28024,SG,N/A,$892.38,$699.63,,,
MUSCULOSKELETAL,28024,OTHER,537,"$194,403.45","$150,794.85",,,
MUSCULOSKELETAL,28024,TOTAL,539,"$195,295.83","$151,494.48",,,
MUSCULOSKELETAL,28035,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,28035,SG,53,"$22,401.89","$17,192.92",,,
MUSCULOSKELETAL,28035,OTHER,1942,"$675,799.73","$519,282.07",,,
MUSCULOSKELETAL,28035,TOTAL,1995,"$698,201.62","$536,474.99",,,
MUSCULOSKELETAL,28039,80S,60,"$2,487.15","$1,917.96",,,
MUSCULOSKELETAL,28039,SG,31,"$26,669.31","$20,908.75",,,
MUSCULOSKELETAL,28039,OTHER,1431,"$721,299.27","$557,805.17",,,
MUSCULOSKELETAL,28039,TOTAL,1522,"$750,455.73","$580,631.88",,,
MUSCULOSKELETAL,28041,80S,32,"$1,994.96","$1,564.04",,,
MUSCULOSKELETAL,28041,SG,20,"$18,123.57","$13,967.90",,,
